user_id,order_id,order_value,order_date,delivery_pincode
U000040,O000055,1788.56,2025-11-01,893755
U000041,O000056,1359.88,2026-02-02,371588
U000041,O000057,1365.88,2026-02-02,371588
U000042,O000058,1364.73,2026-02-04,685800
U000042,O000059,1355.11,2026-02-05,685800
U000043,O000060,1365.75,2026-02-03,713534
U000044,O000061,1359.46,2026-02-03,295923
U000045,O000062,1372.98,2026-02-04,210395
U000045,O000063,1360.89,2026-02-04,210395
U000046,O000064,1379.25,2026-02-03,883695
U000047,O000065,1379.99,2026-02-02,447987
U000047,O000066,1359.47,2026-02-03,447987
U000048,O000067,1370.9,2026-02-04,525583
U000049,O000068,1356.05,2026-02-04,671705
U000050,O000069,1372.36,2026-02-02,771782
U000050,O000070,1360.91,2026-02-02,771782
U000051,O000071,1371.38,2026-02-03,785061
U000051,O000072,1377.43,2026-02-04,785061
U000052,O000073,1361.65,2026-02-04,532944
U000052,O000074,1354.17,2026-02-05,532944
U000053,O000075,1367.03,2026-02-05,318467
U000053,O000076,1377.63,2026-02-05,318467
U000054,O000077,1367.13,2026-02-03,379649
U000054,O000078,1375.5,2026-02-04,379649
U000055,O000079,810.64,2026-01-17,364499
U000056,O000080,785.13,2026-01-16,669807
U000057,O000081,809.65,2026-01-17,432324
U000058,O000082,801.66,2026-01-17,438466
U000059,O000083,788.84,2026-01-17,270536
U000060,O000084,809.18,2026-01-17,709426
U000061,O000085,797.83,2026-01-18,829625
U000061,O000086,803.8,2026-01-19,829625
U000062,O000087,784.07,2026-01-18,604837
U000063,O000088,1455.52,2025-10-02,727397
U000064,O000089,1465.12,2025-10-02,892780
U000064,O000090,1449.97,2025-10-03,892780
U000065,O000091,1446.43,2025-10-03,443755
U000065,O000092,1440.87,2025-10-03,443755
U000066,O000093,1455.13,2025-10-03,172780
U000066,O000094,1446.82,2025-10-04,172780
U000067,O000095,1440.82,2025-10-01,141356
U000067,O000096,1460.67,2025-10-01,141356
U000068,O000097,1463.43,2025-10-02,686467
U000069,O000098,1460.94,2025-10-01,188096
U000070,O000099,1460.01,2025-10-01,440020
U000070,O000100,1467.21,2025-10-01,440020
U000071,O000101,1465.44,2025-10-01,456676
U000072,O000102,1458.66,2025-10-02,323528
U000073,O000103,1444.87,2025-10-01,608117
U000073,O000104,1447.02,2025-10-02,608117
U000074,O000105,1466.26,2025-10-02,839977
U000075,O000106,1446.55,2025-10-01,693834
U000076,O000107,1449.27,2025-10-03,107214
U000076,O000108,1457.92,2025-10-03,107214
U000077,O000109,1983.05,2026-07-26,462890
U000078,O000110,2001.56,2026-07-25,601711
U000078,O000111,2000.37,2026-07-25,601711
U000079,O000112,1987.29,2026-07-26,817291
U000080,O000113,1989.65,2026-07-26,656409
U000081,O000114,1979.57,2026-07-25,683424
U000081,O000115,1984.34,2026-07-25,683424
U000082,O000116,1989.38,2026-07-25,537805
U000083,O000117,2003.8,2025-12-23,685135
U000083,O000118,2011.25,2025-12-23,685135
U000084,O000119,2017.89,2025-12-22,141182
U000084,O000120,2020.61,2025-12-22,141182
U000085,O000121,2014.2,2025-12-22,594759
U000086,O000122,2005.38,2025-12-24,241165
U000086,O000123,2000.22,2025-12-24,241165
U000087,O000124,2027.63,2025-12-24,162631
U000088,O000125,2025.02,2025-12-22,835416
U000089,O000126,2010.36,2025-12-22,449208
U000090,O000127,2007.54,2025-12-23,188784
U000090,O000128,2020.37,2025-12-23,188784
U000091,O000129,2025.41,2025-12-24,884841
U000092,O000130,2013.06,2025-12-24,221182
U000093,O000131,2016.95,2025-12-25,316858
U000094,O000132,223.78,2026-05-10,102678
U000095,O000133,230.19,2026-05-08,271543
U000095,O000134,218.23,2026-05-09,271543
U000096,O000135,228.17,2026-05-09,162626
U000096,O000136,218.68,2026-05-09,162626
U000097,O000137,233.37,2026-05-09,145137
U000098,O000138,221.7,2026-05-09,474316
U000098,O000139,220.87,2026-05-09,474316
U000099,O000140,215.13,2026-05-09,495594
U000100,O000141,237.54,2026-05-10,619627
U000100,O000142,237.38,2026-05-10,619627
U000101,O000143,226.24,2026-05-09,315811
U000102,O000144,213.43,2026-05-10,869509
U000103,O000145,239.86,2026-05-09,774743
U000104,O000146,232.7,2026-05-08,517566
U000105,O000147,213.71,2026-05-09,895779
U000105,O000148,235.55,2026-05-10,895779
U000106,O000149,222.73,2026-05-09,867504
U000107,O000150,165.59,2025-12-14,341865
U000107,O000151,179.08,2025-12-15,341865
U000108,O000152,170.5,2025-12-15,724835
U000109,O000153,178.68,2025-12-14,858432
U000109,O000154,160.44,2025-12-15,858432
U000110,O000155,179.63,2025-12-15,377214
U000110,O000156,177.82,2025-12-15,377214
U000111,O000157,167.94,2025-12-15,156617
U000111,O000158,175.46,2025-12-15,156617
U000112,O000159,161.4,2025-12-14,454563
U000112,O000160,155.17,2025-12-15,454563
U000113,O000161,291.07,2026-05-24,756559
U000113,O000162,299.44,2026-05-24,756559
U000114,O000163,298.58,2026-05-23,253750
U000115,O000164,302.25,2026-05-24,743350
U000116,O000165,288.21,2026-05-23,723903
U000117,O000166,305.66,2026-05-24,349765
U000117,O000167,305.65,2026-05-24,349765
U000118,O000168,285.02,2026-05-24,884342
U000119,O000169,283.02,2026-05-25,371143
U000120,O000170,300.4,2026-05-24,168290
U000120,O000171,279.6,2026-05-25,168290
U000121,O000172,296.13,2026-05-24,147726
U000121,O000173,282.92,2026-05-24,147726
U000122,O000174,282.27,2026-05-24,711738
U000122,O000175,292.15,2026-05-25,711738
U000123,O000176,280.23,2026-05-24,512065
U000124,O000177,289.16,2026-05-25,640434
U000125,O000178,304.68,2026-05-25,364264
U000125,O000179,277.68,2026-05-26,364264
U000126,O000180,293.44,2026-05-26,344832
U000127,O000181,1639.64,2025-11-21,526227
U000128,O000182,1637.62,2025-11-21,766228
U000129,O000183,1631.99,2025-11-21,692810
U000129,O000184,1617.09,2025-11-21,692810
U000130,O000185,1617.55,2025-11-22,196231
U000130,O000186,1627.19,2025-11-22,196231
U000131,O000187,1640.79,2025-11-21,448963
U000132,O000188,1617.93,2025-11-21,446201
U000133,O000189,1623.73,2025-11-21,284138
U000133,O000190,1645.45,2025-11-22,284138
U000134,O000191,1628.03,2025-11-22,667063
U000135,O000192,1966.22,2026-03-05,484082
U000135,O000193,1961.65,2026-03-06,484082
U000136,O000194,1961.77,2026-03-05,320312
U000136,O000195,1981.99,2026-03-06,320312
U000137,O000196,1970.52,2026-03-05,193183
U000137,O000197,1959.13,2026-03-05,193183
U000138,O000198,1957.79,2026-03-06,719607
U000139,O000199,1977.34,2026-03-05,475698
U000139,O000200,1978.6,2026-03-05,475698
U000140,O000201,1965.62,2026-03-06,450875
U000140,O000202,1965.13,2026-03-06,450875
U000141,O000203,1970.99,2026-03-05,745199
U000141,O000204,1967.44,2026-03-06,745199
U000142,O000205,1978.53,2026-03-06,233340
U000142,O000206,1964.64,2026-03-07,233340
U000143,O000207,1968.98,2026-03-07,726593
U000144,O000208,2390.66,2026-03-26,153116
U000144,O000209,2410.07,2026-03-26,153116
U000145,O000210,2407.15,2026-03-26,540573
U000145,O000211,2402.53,2026-03-26,540573
U000146,O000212,2410.56,2026-03-26,868740
U000146,O000213,2399.76,2026-03-27,868740
U000147,O000214,2400.99,2026-03-26,499171
U000147,O000215,2411.85,2026-03-26,499171
U000148,O000216,2022.33,2025-10-31,733395
U000148,O000217,2025.08,2025-11-01,733395
U000149,O000218,2025.83,2025-10-31,222878
U000149,O000219,2001.9,2025-11-01,222878
U000150,O000220,2016.72,2025-10-31,779963
U000150,O000221,2025.21,2025-11-01,779963
U000151,O000222,2026.18,2025-10-31,862981
U000151,O000223,2021.43,2025-11-01,862981
U000152,O000224,2019.08,2025-10-30,503579
U000153,O000225,2026.17,2025-10-31,318583
U000153,O000226,2026.53,2025-11-01,318583
U000154,O000227,1999.02,2025-11-01,414989
U000155,O000228,2021.45,2025-11-01,557107
U000155,O000229,2014.26,2025-11-02,557107
U000156,O000230,1706.87,2025-12-08,311717
U000156,O000231,1732.0,2025-12-09,311717
U000157,O000232,1717.35,2025-12-09,739306
U000158,O000233,1702.83,2025-12-09,120182
U000159,O000234,1731.76,2025-12-09,455075
U000159,O000235,1716.06,2025-12-09,455075
U000160,O000236,1722.07,2025-12-09,477671
U000161,O000237,1709.68,2025-12-10,409533
U000161,O000238,1731.03,2025-12-10,409533
U000162,O000239,1706.4,2025-12-09,837863
U000162,O000240,1706.1,2025-12-09,837863
U000163,O000241,1715.48,2025-12-09,731894
U000164,O000242,1725.81,2025-12-10,371335
U000165,O000243,1704.41,2025-12-09,620534
U000166,O000244,1703.24,2025-12-09,231762
U000167,O000245,1732.0,2025-12-10,684115
U000167,O000246,1727.01,2025-12-11,684115
U000168,O000247,1706.36,2025-12-10,847137
U000169,O000248,1721.07,2025-12-10,545032
U000169,O000249,1730.3,2025-12-10,545032
U000170,O000250,901.04,2025-10-06,800945
U000171,O000251,919.5,2025-10-06,420737
U000171,O000252,895.5,2025-10-07,420737
U000172,O000253,912.26,2025-10-06,577376
U000172,O000254,899.75,2025-10-07,577376
U000173,O000255,897.48,2025-10-06,756713
U000174,O000256,901.92,2025-10-06,146781
U000174,O000257,917.09,2025-10-07,146781
U000175,O000258,917.2,2025-10-07,772248
U000175,O000259,914.53,2025-10-07,772248
U000176,O000260,922.94,2025-10-07,812788
U000177,O000261,898.47,2025-10-07,481638
U000177,O000262,903.99,2025-10-07,481638
U000178,O000263,898.77,2025-10-06,347387
U000178,O000264,899.75,2025-10-06,347387
U000179,O000265,904.4,2025-10-08,702394
U000179,O000266,906.28,2025-10-08,702394
U000180,O000267,1757.42,2026-02-24,741051
U000180,O000268,1755.18,2026-02-24,741051
U000181,O000269,1748.74,2026-02-23,169685
U000181,O000270,1759.42,2026-02-24,169685
U000182,O000271,1766.34,2026-02-24,514813
U000182,O000272,1752.1,2026-02-24,514813
U000183,O000273,1744.19,2026-02-24,275195
U000183,O000274,1743.9,2026-02-24,275195
U000184,O000275,1755.8,2026-02-24,209881
U000184,O000276,1769.68,2026-02-25,209881
U000185,O000277,1770.74,2026-02-24,582212
U000185,O000278,1750.27,2026-02-25,582212
U000186,O000279,1745.65,2026-02-24,314760
U000186,O000280,1767.27,2026-02-24,314760
U000187,O000281,467.65,2026-01-16,200518
U000187,O000282,489.93,2026-01-23,200518
U000187,O000283,49.0,2026-02-03,200518
U000187,O000284,1080.15,2026-02-14,200518
U000187,O000285,528.78,2026-03-12,200518
U000187,O000286,403.04,2026-03-25,200518
U000187,O000287,448.21,2026-04-11,200518
U000187,O000288,939.09,2026-05-01,200518
U000187,O000289,748.89,2026-05-26,200518
U000187,O000290,493.83,2026-06-01,200518
U000188,O000291,694.6,2026-04-11,587009
U000188,O000292,276.92,2026-04-14,587009
U000188,O000293,1029.02,2026-06-15,587009
U000188,O000294,211.66,2026-06-26,587009
U000188,O000295,168.73,2026-07-17,587009
U000189,O000296,778.74,2026-03-11,472090
U000189,O000297,161.33,2026-04-26,472090
U000189,O000298,347.76,2026-05-18,472090
U000189,O000299,932.85,2026-05-24,472090
U000189,O000300,1055.1,2026-06-27,472090
U000190,O000301,257.47,2026-02-23,547460
U000190,O000302,221.52,2026-03-29,547460
U000190,O000303,671.2,2026-04-26,547460
U000190,O000304,1101.41,2026-05-01,547460
U000190,O000305,844.56,2026-06-03,547460
U000190,O000306,1315.21,2026-07-12,547460
U000190,O000307,49.0,2026-07-31,547460
U000190,O000308,1028.76,2026-08-03,547460
U000190,O000309,734.82,2026-08-08,547460
U000191,O000310,580.4,2025-12-02,197953
U000191,O000311,1066.16,2026-01-15,197953
U000191,O000312,831.5,2026-02-26,197953
U000191,O000313,738.83,2026-03-05,197953
U000191,O000314,1087.46,2026-04-18,197953
U000191,O000315,419.18,2026-06-15,197953
U000191,O000316,568.94,2026-06-24,197953
U000191,O000317,818.45,2026-07-10,197953
U000191,O000318,804.42,2026-07-12,197953
U000192,O000319,803.02,2025-10-18,729695
U000192,O000320,670.22,2026-01-10,729695
U000192,O000321,49.0,2026-01-19,729695
U000192,O000322,689.39,2026-01-29,729695
U000192,O000323,724.09,2026-02-01,729695
U000192,O000324,1685.3,2026-02-05,729695
U000192,O000325,623.06,2026-02-15,729695
U000192,O000326,820.62,2026-02-21,729695
U000192,O000327,1157.13,2026-03-12,729695
U000192,O000328,1000.77,2026-03-20,729695
U000192,O000329,1261.12,2026-04-24,729695
U000193,O000330,139.26,2026-02-13,636528
U000193,O000331,557.3,2026-02-25,636528
U000193,O000332,922.45,2026-03-26,636528
U000194,O000333,800.2,2026-04-27,726004
U000194,O000334,838.58,2026-05-24,726004
U000194,O000335,817.23,2026-05-28,726004
U000194,O000336,414.26,2026-05-31,726004
U000194,O000337,1446.31,2026-06-06,726004
U000195,O000338,889.53,2026-01-12,680858
U000195,O000339,352.94,2026-02-10,680858
U000195,O000340,758.34,2026-02-23,680858
U000195,O000341,1051.47,2026-03-05,680858
U000195,O000342,604.16,2026-04-01,680858
U000195,O000343,1793.77,2026-05-12,680858
U000195,O000344,737.51,2026-05-31,680858
U000195,O000345,314.79,2026-06-08,680858
U000195,O000346,1090.87,2026-06-10,680858
U000195,O000347,650.35,2026-07-08,680858
U000196,O000348,996.14,2026-02-28,675263
U000196,O000349,769.27,2026-03-22,675263
U000196,O000350,854.13,2026-04-15,675263
U000196,O000351,723.28,2026-04-19,675263
U000196,O000352,242.81,2026-06-13,675263
U000196,O000353,1133.22,2026-07-18,675263
U000196,O000354,1121.52,2026-07-31,675263
U000196,O000355,906.01,2026-08-11,675263
U000197,O000356,905.51,2025-12-17,396716
U000197,O000357,511.23,2025-12-20,396716
U000197,O000358,1135.58,2025-12-25,396716
U000197,O000359,413.88,2026-01-15,396716
U000197,O000360,971.84,2026-02-10,396716
U000198,O000361,901.99,2026-03-01,676484
U000198,O000362,1046.3,2026-03-16,676484
U000198,O000363,510.02,2026-03-23,676484
U000198,O000364,438.67,2026-04-14,676484
U000198,O000365,195.65,2026-05-17,676484
U000198,O000366,1067.14,2026-08-04,676484
U000199,O000367,605.04,2026-03-23,256648
U000199,O000368,1448.8,2026-03-28,256648
U000199,O000369,182.02,2026-04-16,256648
U000199,O000370,657.95,2026-05-02,256648
U000199,O000371,1317.23,2026-05-17,256648
U000199,O000372,1229.31,2026-05-20,256648
U000199,O000373,723.4,2026-06-03,256648
U000199,O000374,1639.2,2026-07-23,256648
U000200,O000375,812.4,2026-03-06,478850
U000200,O000376,450.92,2026-03-10,478850
U000200,O000377,464.25,2026-03-21,478850
U000200,O000378,1039.84,2026-03-26,478850
U000200,O000379,1059.84,2026-04-27,478850
U000200,O000380,822.92,2026-06-02,478850
U000201,O000381,432.32,2026-04-03,369514
U000201,O000382,1164.77,2026-06-11,369514
U000201,O000383,1321.14,2026-08-01,369514
U000202,O000384,524.19,2025-11-08,570574
U000202,O000385,1464.93,2025-11-20,570574
U000202,O000386,1126.09,2025-12-06,570574
U000202,O000387,1181.97,2025-12-17,570574
U000202,O000388,221.34,2026-01-23,570574
U000202,O000389,420.34,2026-03-05,570574
U000202,O000390,696.47,2026-03-27,570574
U000202,O000391,576.36,2026-04-13,570574
U000202,O000392,1021.53,2026-04-18,570574
U000202,O000393,945.54,2026-04-24,570574
U000203,O000394,1243.15,2025-11-10,737196
U000203,O000395,412.62,2025-11-24,737196
U000203,O000396,614.62,2026-01-02,737196
U000204,O000397,829.09,2025-12-08,449209
U000204,O000398,369.11,2026-01-14,449209
U000204,O000399,656.5,2026-02-06,449209
U000204,O000400,860.68,2026-02-17,449209
U000204,O000401,789.64,2026-04-11,449209
U000204,O000402,705.04,2026-04-14,449209
U000204,O000403,709.8,2026-05-07,449209
U000204,O000404,899.2,2026-06-02,449209
U000204,O000405,1561.27,2026-07-04,449209
U000205,O000406,393.06,2026-01-26,880291
U000205,O000407,49.0,2026-02-02,880291
U000205,O000408,489.7,2026-02-26,880291
U000205,O000409,836.7,2026-03-02,880291
U000205,O000410,1450.47,2026-03-14,880291
U000206,O000411,171.91,2026-04-25,294636
U000206,O000412,1432.58,2026-07-03,294636
U000206,O000413,1171.78,2026-08-25,294636
U000207,O000414,512.33,2026-04-07,264632
U000207,O000415,803.76,2026-04-11,264632
U000208,O000416,820.94,2025-11-22,384685
U000208,O000417,832.93,2025-12-05,384685
U000209,O000418,400.61,2025-11-26,464389
U000209,O000419,291.85,2026-01-19,464389
U000209,O000420,592.36,2026-01-22,464389
U000209,O000421,1295.62,2026-02-28,464389
U000210,O000422,1051.13,2026-02-28,597265
U000210,O000423,587.45,2026-03-18,597265
U000210,O000424,49.0,2026-06-26,597265
U000210,O000425,1149.07,2026-07-15,597265
U000210,O000426,123.52,2026-07-24,597265
U000210,O000427,259.5,2026-07-28,597265
U000210,O000428,895.07,2026-08-10,597265
U000211,O000429,420.11,2026-05-19,847729
U000211,O000430,785.59,2026-07-11,847729
U000212,O000431,1040.56,2025-10-26,650215
U000212,O000432,304.83,2025-12-23,650215
U000212,O000433,311.09,2026-01-12,650215
U000212,O000434,731.79,2026-01-29,650215
U000212,O000435,375.8,2026-02-19,650215
U000212,O000436,338.18,2026-03-05,650215
U000212,O000437,275.49,2026-03-08,650215
U000212,O000438,438.25,2026-03-19,650215
U000213,O000439,349.75,2026-03-15,593792
U000213,O000440,146.88,2026-04-12,593792
U000213,O000441,140.57,2026-05-06,593792
U000213,O000442,925.19,2026-05-10,593792
U000213,O000443,439.74,2026-05-16,593792
U000213,O000444,505.15,2026-05-24,593792
U000214,O000445,469.29,2026-05-02,656907
U000214,O000446,1002.16,2026-05-09,656907
U000214,O000447,739.73,2026-06-07,656907
U000214,O000448,1000.55,2026-06-30,656907
U000214,O000449,434.95,2026-07-11,656907
U000215,O000450,928.24,2026-01-08,309957
U000215,O000451,640.58,2026-01-29,309957
U000215,O000452,537.02,2026-02-03,309957
U000215,O000453,459.21,2026-02-07,309957
U000215,O000454,1004.1,2026-03-10,309957
U000215,O000455,410.66,2026-04-16,309957
U000215,O000456,1673.54,2026-05-02,309957
U000215,O000457,767.89,2026-05-14,309957
U000215,O000458,735.76,2026-05-21,309957
U000215,O000459,895.22,2026-05-25,309957
U000216,O000460,1332.05,2025-12-30,298700
U000216,O000461,830.77,2026-01-18,298700
U000216,O000462,612.36,2026-02-01,298700
U000216,O000463,794.25,2026-02-23,298700
U000216,O000464,1008.35,2026-02-28,298700
U000216,O000465,108.57,2026-05-11,298700
U000216,O000466,1157.5,2026-05-17,298700
U000217,O000467,263.44,2025-11-16,615903
U000217,O000468,373.2,2025-12-22,615903
U000217,O000469,1303.91,2025-12-25,615903
U000217,O000470,860.81,2026-02-17,615903
U000217,O000471,1214.79,2026-03-02,615903
U000217,O000472,522.14,2026-03-08,615903
U000218,O000473,772.21,2026-03-24,488747
U000218,O000474,1757.43,2026-04-19,488747
U000218,O000475,1412.87,2026-04-22,488747
U000218,O000476,936.11,2026-06-27,488747
U000218,O000477,800.1,2026-07-29,488747
U000218,O000478,244.1,2026-08-24,488747
U000219,O000479,1715.48,2026-03-06,437589
U000219,O000480,909.58,2026-03-20,437589
U000219,O000481,1128.4,2026-03-24,437589
U000219,O000482,466.88,2026-03-26,437589
U000219,O000483,1040.9,2026-04-07,437589
U000219,O000484,49.0,2026-06-11,437589
U000220,O000485,293.12,2026-01-02,606506
U000220,O000486,906.67,2026-03-26,606506
U000220,O000487,380.36,2026-04-01,606506
U000220,O000488,634.19,2026-08-25,606506
U000221,O000489,49.0,2026-04-23,499878
U000221,O000490,1136.6,2026-05-08,499878
U000221,O000491,562.92,2026-05-30,499878
U000221,O000492,551.42,2026-07-21,499878
U000222,O000493,988.67,2026-05-14,138286
U000222,O000494,248.38,2026-05-16,138286
U000222,O000495,490.19,2026-05-21,138286
U000222,O000496,895.75,2026-06-18,138286
U000222,O000497,603.87,2026-06-27,138286
U000222,O000498,550.07,2026-07-31,138286
U000223,O000499,203.4,2026-01-19,511321
U000223,O000500,373.48,2026-02-02,511321
U000224,O000501,1088.73,2026-02-16,742764
U000224,O000502,687.62,2026-03-30,742764
U000224,O000503,1562.1,2026-04-15,742764
U000224,O000504,968.9,2026-04-24,742764
U000225,O000505,863.3,2026-01-30,877017
U000225,O000506,49.0,2026-02-28,877017
U000225,O000507,802.41,2026-04-15,877017
U000226,O000508,1093.08,2026-03-24,268434
U000226,O000509,929.59,2026-04-27,268434
U000226,O000510,49.0,2026-05-15,268434
U000227,O000511,686.0,2025-12-24,239097
U000227,O000512,1408.32,2026-01-24,239097
U000227,O000513,983.1,2026-02-09,239097
U000227,O000514,475.01,2026-03-24,239097
U000227,O000515,948.72,2026-04-24,239097
U000227,O000516,71.91,2026-05-07,239097
U000228,O000517,852.08,2026-06-04,165049
U000228,O000518,944.23,2026-07-17,165049
U000228,O000519,1033.57,2026-08-15,165049
U000229,O000520,883.67,2026-05-01,360544
U000229,O000521,1027.39,2026-06-03,360544
U000229,O000522,753.54,2026-06-06,360544
U000229,O000523,878.66,2026-07-07,360544
U000230,O000524,614.69,2026-05-14,704271
U000230,O000525,738.45,2026-06-30,704271
U000230,O000526,515.09,2026-07-08,704271
U000230,O000527,788.85,2026-07-13,704271
U000230,O000528,508.5,2026-07-26,704271
U000231,O000529,732.91,2026-06-14,544276
U000231,O000530,1126.19,2026-08-25,544276
U000232,O000531,1067.93,2026-05-03,229850
U000232,O000532,825.54,2026-08-17,229850
U000233,O000533,686.13,2026-03-16,863426
U000233,O000534,793.69,2026-03-31,863426
U000233,O000535,1093.73,2026-04-30,863426
U000233,O000536,614.4,2026-07-13,863426
U000233,O000537,250.91,2026-07-31,863426
U000234,O000538,852.96,2026-06-05,644347
U000234,O000539,450.74,2026-06-12,644347
U000234,O000540,477.81,2026-07-22,644347
U000234,O000541,1268.2,2026-08-03,644347
U000235,O000542,471.7,2026-05-14,355543
U000235,O000543,814.35,2026-05-19,355543
U000235,O000544,833.78,2026-06-17,355543
U000235,O000545,629.22,2026-07-09,355543
U000235,O000546,380.68,2026-07-22,355543
U000235,O000547,686.75,2026-08-01,355543
U000235,O000548,1417.82,2026-08-05,355543
U000236,O000549,1182.25,2026-04-22,360635
U000236,O000550,837.25,2026-05-05,360635
U000236,O000551,49.0,2026-06-04,360635
U000236,O000552,885.02,2026-07-29,360635
U000237,O000553,1252.86,2026-05-10,717519
U000237,O000554,959.48,2026-05-17,717519
U000237,O000555,633.15,2026-07-11,717519
U000237,O000556,758.69,2026-07-23,717519
U000238,O000557,1001.32,2026-05-24,378181
U000238,O000558,159.9,2026-06-14,378181
U000238,O000559,806.63,2026-07-24,378181
U000239,O000560,539.45,2026-03-01,865587
U000239,O000561,554.82,2026-03-12,865587
U000239,O000562,769.86,2026-04-05,865587
U000239,O000563,507.95,2026-04-18,865587
U000240,O000564,751.12,2026-01-15,383490
U000240,O000565,992.85,2026-02-03,383490
U000240,O000566,1132.03,2026-02-19,383490
U000240,O000567,208.05,2026-03-01,383490
U000240,O000568,628.9,2026-04-12,383490
U000240,O000569,1148.74,2026-05-13,383490
U000240,O000570,1224.22,2026-05-23,383490
U000240,O000571,611.03,2026-08-09,383490
U000241,O000572,241.22,2026-07-09,431452
U000242,O000573,883.97,2026-03-24,587963
U000242,O000574,943.01,2026-04-19,587963
U000242,O000575,1199.68,2026-04-25,587963
U000242,O000576,896.56,2026-05-13,587963
U000242,O000577,849.99,2026-05-18,587963
U000242,O000578,397.04,2026-06-04,587963
U000242,O000579,403.67,2026-06-11,587963
U000242,O000580,694.28,2026-07-05,587963
U000243,O000581,313.21,2026-07-07,540492
U000243,O000582,680.92,2026-07-16,540492
U000244,O000583,778.16,2026-04-15,232821
U000244,O000584,274.95,2026-05-16,232821
U000244,O000585,502.61,2026-06-27,232821
U000245,O000586,522.01,2026-06-30,291550
U000245,O000587,979.29,2026-07-21,291550
U000245,O000588,857.39,2026-08-23,291550
U000246,O000589,1394.39,2026-05-25,303784
U000246,O000590,779.16,2026-05-29,303784
U000246,O000591,439.43,2026-06-02,303784
U000246,O000592,506.45,2026-07-25,303784
U000246,O000593,909.13,2026-08-03,303784
U000247,O000594,470.52,2026-04-18,394699
U000247,O000595,499.1,2026-04-25,394699
U000247,O000596,784.64,2026-04-28,394699
U000247,O000597,1136.42,2026-05-08,394699
U000247,O000598,655.71,2026-06-11,394699
U000247,O000599,49.0,2026-07-17,394699
U000247,O000600,339.36,2026-07-31,394699
U000248,O000601,1290.62,2026-02-16,367503
U000248,O000602,1252.04,2026-03-23,367503
U000248,O000603,897.61,2026-03-28,367503
U000248,O000604,804.27,2026-04-04,367503
U000248,O000605,689.78,2026-04-13,367503
U000248,O000606,1169.09,2026-04-22,367503
U000249,O000607,182.13,2025-12-31,261941
U000249,O000608,1164.33,2026-02-08,261941
U000250,O000609,730.73,2026-06-22,551906
U000250,O000610,186.8,2026-07-05,551906
U000250,O000611,77.37,2026-08-20,551906
U000251,O000612,528.75,2026-03-02,624844
U000251,O000613,991.05,2026-03-05,624844
U000251,O000614,720.78,2026-03-08,624844
U000251,O000615,993.06,2026-03-13,624844
U000252,O000616,667.71,2026-06-22,130937
U000252,O000617,646.57,2026-07-20,130937
U000252,O000618,1134.35,2026-08-09,130937
U000253,O000619,945.11,2026-06-07,319916
U000254,O000620,278.63,2026-02-23,688017
U000254,O000621,780.44,2026-03-21,688017
