user_id,cluster_type,cluster_id
U000083,ring_hard,RING_HARD_08
U000084,ring_hard,RING_HARD_08
U000085,ring_hard,RING_HARD_08
U000086,ring_hard,RING_HARD_08
U000087,ring_hard,RING_HARD_08
U000088,ring_hard,RING_HARD_08
U000089,ring_hard,RING_HARD_08
U000090,ring_hard,RING_HARD_08
U000091,ring_hard,RING_HARD_08
U000092,ring_hard,RING_HARD_08
U000093,ring_hard,RING_HARD_08
U000094,ring_hard,RING_HARD_09
U000095,ring_hard,RING_HARD_09
U000096,ring_hard,RING_HARD_09
U000097,ring_hard,RING_HARD_09
U000098,ring_hard,RING_HARD_09
U000099,ring_hard,RING_HARD_09
U000100,ring_hard,RING_HARD_09
U000101,ring_hard,RING_HARD_09
U000102,ring_hard,RING_HARD_09
U000103,ring_hard,RING_HARD_09
U000104,ring_hard,RING_HARD_09
U000105,ring_hard,RING_HARD_09
U000106,ring_hard,RING_HARD_09
U000107,ring_hard,RING_HARD_10
U000108,ring_hard,RING_HARD_10
U000109,ring_hard,RING_HARD_10
U000110,ring_hard,RING_HARD_10
U000111,ring_hard,RING_HARD_10
U000112,ring_hard,RING_HARD_11
U000113,ring_hard,RING_HARD_11
U000114,ring_hard,RING_HARD_11
U000115,ring_hard,RING_HARD_11
U000116,ring_hard,RING_HARD_11
U000117,ring_hard,RING_HARD_12
U000118,ring_hard,RING_HARD_12
U000119,ring_hard,RING_HARD_12
U000120,ring_hard,RING_HARD_12
U000121,ring_hard,RING_HARD_12
U000122,ring_hard,RING_HARD_12
U000123,ring_hard,RING_HARD_12
U000124,ring_hard,RING_HARD_12
U000125,ring_hard,RING_HARD_12
U000126,ring_hard,RING_HARD_12
U000127,ring_hard,RING_HARD_12
U000128,ring_hard,RING_HARD_13
U000129,ring_hard,RING_HARD_13
U000130,ring_hard,RING_HARD_13
U000131,ring_hard,RING_HARD_13
U000132,ring_hard,RING_HARD_13
U000133,ring_hard,RING_HARD_13
U000134,ring_hard,RING_HARD_13
U000135,ring_hard,RING_HARD_13
U000136,ring_hard,RING_HARD_13
U000137,ring_hard,RING_HARD_13
U000138,ring_hard,RING_HARD_13
U000139,ring_hard,RING_HARD_13
U000140,ring_hard,RING_HARD_13
U000141,ring_hard,RING_HARD_13
U000142,ring_hard,RING_HARD_13
U000143,ring_hard,RING_HARD_14
U000144,ring_hard,RING_HARD_14
U000145,ring_hard,RING_HARD_14
U000146,ring_hard,RING_HARD_14
U000147,ring_hard,RING_HARD_14
U000148,ring_hard,RING_HARD_14
U000149,ring_hard,RING_HARD_14
U000150,ring_hard,RING_HARD_14
U000151,ring_hard,RING_HARD_14
U000152,ring_hard,RING_HARD_14
U000153,ring_hard,RING_HARD_14
U000154,ring_hard,RING_HARD_14
U000155,ring_hard,RING_HARD_14
U000156,ring_hard,RING_HARD_14
U000157,ring_hard,RING_HARD_14
U000158,ring_hard,RING_HARD_15
U000159,ring_hard,RING_HARD_15
U000160,ring_hard,RING_HARD_15
U000161,ring_hard,RING_HARD_15
U000162,ring_hard,RING_HARD_15
U000163,ring_hard,RING_HARD_15
U000164,ring_hard,RING_HARD_15
U000165,ring_hard,RING_HARD_16
U000166,ring_hard,RING_HARD_16
U000167,ring_hard,RING_HARD_16
U000168,ring_hard,RING_HARD_17
U000169,ring_hard,RING_HARD_17
U000170,ring_hard,RING_HARD_17
U000171,ring_hard,RING_HARD_17
U000172,ring_hard,RING_HARD_17
U000173,ring_hard,RING_HARD_18
U000174,ring_hard,RING_HARD_18
U000175,ring_hard,RING_HARD_18
U000176,ring_hard,RING_HARD_18
U000177,ring_hard,RING_HARD_18
U000178,ring_hard,RING_HARD_18
U000179,ring_hard,RING_HARD_18
U000180,ring_hard,RING_HARD_18
U000181,ring_hard,RING_HARD_18
U000182,ring_hard,RING_HARD_18
U000183,ring_hard,RING_HARD_18
U000184,ring_hard,RING_HARD_18
U000185,ring_hard,RING_HARD_18
U000186,ring_hard,RING_HARD_18
U000187,ring_hard,RING_HARD_19
U000188,ring_hard,RING_HARD_19
U000189,ring_hard,RING_HARD_19
U000190,ring_hard,RING_HARD_19
U000191,ring_hard,RING_HARD_19
U000192,ring_hard,RING_HARD_19
U000193,ring_hard,RING_HARD_19
U000194,ring_hard,RING_HARD_19
U000195,ring_hard,RING_HARD_19
U000196,ring_hard,RING_HARD_19
U000197,ring_hard,RING_HARD_19
U000198,ring_hard,RING_HARD_19
U000199,ring_hard,RING_HARD_19
U000200,ring_hard,RING_HARD_19
U000201,ring_hard,RING_HARD_20
U000202,ring_hard,RING_HARD_20
U000203,ring_hard,RING_HARD_20
U000204,ring_hard,RING_HARD_20
U000205,ring_hard,RING_HARD_20
U000206,ring_hard,RING_HARD_20
U000207,ring_hard,RING_HARD_20
U000208,ring_hard,RING_HARD_20
U000209,ring_hard,RING_HARD_20
U000210,ring_hard,RING_HARD_20
U000211,ring_hard,RING_HARD_20
U000212,ring_hard,RING_HARD_20
U000213,ring_hard,RING_HARD_20
U000214,ring_hard,RING_HARD_20
U000215,ring_hard,RING_HARD_20
U000216,ring_hard,RING_HARD_21
U000217,ring_hard,RING_HARD_21
U000218,ring_hard,RING_HARD_21
U000219,ring_hard,RING_HARD_21
U000220,ring_hard,RING_HARD_21
U000221,ring_hard,RING_HARD_21
U000222,ring_hard,RING_HARD_21
U000223,ring_hard,RING_HARD_21
U000224,ring_hard,RING_HARD_21
U000225,ring_hard,RING_HARD_21
U000226,ring_hard,RING_HARD_21
U000227,ring_hard,RING_HARD_21
U000228,ring_hard,RING_HARD_21
U000229,ring_hard,RING_HARD_22
U000230,ring_hard,RING_HARD_22
U000231,ring_hard,RING_HARD_22
U000232,ring_hard,RING_HARD_22
U000233,ring_hard,RING_HARD_22
U000234,ring_hard,RING_HARD_22
U000235,ring_hard,RING_HARD_22
U000236,ring_hard,RING_HARD_23
U000237,ring_hard,RING_HARD_23
U000238,ring_hard,RING_HARD_23
U000239,ring_hard,RING_HARD_23
U000240,ring_hard,RING_HARD_23
U000241,ring_hard,RING_HARD_24
U000242,ring_hard,RING_HARD_24
U000243,ring_hard,RING_HARD_24
U000244,ring_hard,RING_HARD_24
U000245,ring_hard,RING_HARD_24
U000246,ring_hard,RING_HARD_24
U000247,ring_hard,RING_HARD_24
U000248,ring_hard,RING_HARD_24
U000249,ring_hard,RING_HARD_24
U000250,ring_hard,RING_HARD_24
U000251,ring_hard,RING_HARD_24
U000252,ring_hard,RING_HARD_24
U000253,ring_hard,RING_HARD_24
U000254,ring_hard,RING_HARD_25
U000255,ring_hard,RING_HARD_25
U000256,ring_hard,RING_HARD_25
U000257,ring_hard,RING_HARD_26
U000258,ring_hard,RING_HARD_26
U000259,ring_hard,RING_HARD_26
U000260,ring_hard,RING_HARD_26
U000261,ring_hard,RING_HARD_27
U000262,ring_hard,RING_HARD_27
U000263,ring_hard,RING_HARD_27
U000264,ring_hard,RING_HARD_27
U000265,ring_hard,RING_HARD_27
U000266,ring_hard,RING_HARD_27
U000267,ring_hard,RING_HARD_27
U000268,ring_hard,RING_HARD_28
U000269,ring_hard,RING_HARD_28
U000270,ring_hard,RING_HARD_28
U000271,ring_hard,RING_HARD_28
U000272,ring_hard,RING_HARD_28
U000273,ring_hard,RING_HARD_29
U000274,ring_hard,RING_HARD_29
U000275,ring_hard,RING_HARD_29
U000276,ring_hard,RING_HARD_29
U000277,ring_hard,RING_HARD_29
U000278,ring_hard,RING_HARD_30
U000279,ring_hard,RING_HARD_30
U000280,ring_hard,RING_HARD_30
U000281,ring_hard,RING_HARD_30
U000282,ring_hard,RING_HARD_30
U000283,ring_hard,RING_HARD_30
U000284,ring_hard,RING_HARD_30
U000285,ring_hard,RING_HARD_31
U000286,ring_hard,RING_HARD_31
U000287,ring_hard,RING_HARD_31
U000288,ring_hard,RING_HARD_31
U000289,ring_hard,RING_HARD_31
U000290,ring_hard,RING_HARD_31
U000291,ring_hard,RING_HARD_32
U000292,ring_hard,RING_HARD_32
U000293,ring_hard,RING_HARD_32
U000294,ring_hard,RING_HARD_32
U000295,ring_hard,RING_HARD_32
U000296,ring_hard,RING_HARD_32
U000297,ring_hard,RING_HARD_32
U000298,ring_hard,RING_HARD_32
U000299,ring_hard,RING_HARD_32
U000300,ring_hard,RING_HARD_32
U000301,ring_hard,RING_HARD_32
U000302,ring_hard,RING_HARD_32
U000303,ring_hard,RING_HARD_32
U000304,ring_hard,RING_HARD_33
U000305,ring_hard,RING_HARD_33
U000306,ring_hard,RING_HARD_33
U000307,ring_hard,RING_HARD_33
U000308,ring_hard,RING_HARD_33
U000309,ring_hard,RING_HARD_33
U000310,ring_hard,RING_HARD_33
U000311,ring_hard,RING_HARD_33
U000312,ring_hard,RING_HARD_33
U000313,ring_hard,RING_HARD_33
U000314,ring_hard,RING_HARD_34
U000315,ring_hard,RING_HARD_34
U000316,ring_hard,RING_HARD_34
U000317,ring_hard,RING_HARD_34
U000318,ring_hard,RING_HARD_34
U000319,ring_hard,RING_HARD_34
U000320,ring_hard,RING_HARD_34
U000321,ring_hard,RING_HARD_34
U000322,ring_hard,RING_HARD_34
U000323,ring_hard,RING_HARD_35
U000324,ring_hard,RING_HARD_35
U000325,ring_hard,RING_HARD_35
U000326,ring_hard,RING_HARD_36
U000327,ring_hard,RING_HARD_36
U000328,ring_hard,RING_HARD_36
U000329,ring_hard,RING_HARD_36
U000330,ring_hard,RING_HARD_36
U000331,ring_hard,RING_HARD_36
U000332,ring_hard,RING_HARD_36
U000333,ring_hard,RING_HARD_36
U000334,ring_hard,RING_HARD_36
U000335,ring_hard,RING_HARD_36
U000336,ring_hard,RING_HARD_36
U000337,ring_hard,RING_HARD_36
U000338,ring_hard,RING_HARD_36
U000339,ring_hard,RING_HARD_36
U000340,ring_hard,RING_HARD_36
U000341,ring_hard,RING_HARD_37
U000342,ring_hard,RING_HARD_37
U000343,ring_hard,RING_HARD_37
U000344,ring_hard,RING_HARD_37
U000345,ring_hard,RING_HARD_37
U000346,ring_hard,RING_HARD_37
U000347,ring_hard,RING_HARD_37
U000348,ring_hard,RING_HARD_38
U000349,ring_hard,RING_HARD_38
U000350,ring_hard,RING_HARD_38
U000351,ring_hard,RING_HARD_38
U000352,ring_hard,RING_HARD_38
U000353,ring_hard,RING_HARD_38
U000354,ring_hard,RING_HARD_38
U000355,ring_hard,RING_HARD_38
U000356,ring_hard,RING_HARD_38
U000357,ring_hard,RING_HARD_38
U000358,ring_hard,RING_HARD_38
U000359,ring_hard,RING_HARD_38
U000360,ring_hard,RING_HARD_38
U000361,ring_hard,RING_HARD_38
U000362,ring_hard,RING_HARD_38
U000363,ring_hard,RING_HARD_39
U000364,ring_hard,RING_HARD_39
U000365,ring_hard,RING_HARD_39
U000366,ring_hard,RING_HARD_39
U000367,ring_hard,RING_HARD_39
U000368,ring_hard,RING_HARD_39
U000369,ring_hard,RING_HARD_39
U000370,ring_hard,RING_HARD_39
U000371,ring_hard,RING_HARD_39
U000372,ring_hard,RING_HARD_39
U000373,ring_hard,RING_HARD_39
U000374,ring_hard,RING_HARD_39
U000375,ring_hard,RING_HARD_39
U000376,ring_hard,RING_HARD_39
U000377,ring_hard,RING_HARD_40
U000378,ring_hard,RING_HARD_40
U000379,ring_hard,RING_HARD_40
U000380,ring_hard,RING_HARD_40
U000381,ring_hard,RING_HARD_40
U000382,ring_hard,RING_HARD_40
U000383,ring_soft,RING_SOFT_01
U000384,ring_soft,RING_SOFT_01
U000385,ring_soft,RING_SOFT_01
U000386,ring_soft,RING_SOFT_01
U000387,ring_soft,RING_SOFT_01
U000388,ring_soft,RING_SOFT_01
U000389,ring_soft,RING_SOFT_01
U000390,ring_soft,RING_SOFT_01
U000391,ring_soft,RING_SOFT_01
U000392,ring_soft,RING_SOFT_01
U000393,ring_soft,RING_SOFT_01
U000394,ring_soft,RING_SOFT_01
U000395,ring_soft,RING_SOFT_01
U000396,ring_soft,RING_SOFT_02
U000397,ring_soft,RING_SOFT_02
U000398,ring_soft,RING_SOFT_02
U000399,ring_soft,RING_SOFT_02
U000400,ring_soft,RING_SOFT_02
U000401,ring_soft,RING_SOFT_02
U000402,ring_soft,RING_SOFT_02
U000403,ring_soft,RING_SOFT_02
U000404,ring_soft,RING_SOFT_02
U000405,ring_soft,RING_SOFT_03
U000406,ring_soft,RING_SOFT_03
U000407,ring_soft,RING_SOFT_03
U000408,ring_soft,RING_SOFT_03
U000409,ring_soft,RING_SOFT_03
U000410,ring_soft,RING_SOFT_04
U000411,ring_soft,RING_SOFT_04
U000412,ring_soft,RING_SOFT_04
U000413,ring_soft,RING_SOFT_04
U000414,ring_soft,RING_SOFT_04
U000415,ring_soft,RING_SOFT_04
U000416,ring_soft,RING_SOFT_04
U000417,ring_soft,RING_SOFT_04
U000418,ring_soft,RING_SOFT_04
U000419,ring_soft,RING_SOFT_04
U000420,ring_soft,RING_SOFT_04
U000421,ring_soft,RING_SOFT_04
U000422,ring_soft,RING_SOFT_05
U000423,ring_soft,RING_SOFT_05
U000424,ring_soft,RING_SOFT_05
U000425,ring_soft,RING_SOFT_05
U000426,ring_soft,RING_SOFT_05
U000427,ring_soft,RING_SOFT_05
U000428,ring_soft,RING_SOFT_05
U000429,ring_soft,RING_SOFT_05
U000430,ring_soft,RING_SOFT_05
U000431,ring_soft,RING_SOFT_05
U000432,ring_soft,RING_SOFT_05
U000433,ring_soft,RING_SOFT_05
U000434,ring_soft,RING_SOFT_06
U000435,ring_soft,RING_SOFT_06
U000436,ring_soft,RING_SOFT_06
U000437,ring_soft,RING_SOFT_06
U000438,ring_soft,RING_SOFT_06
U000439,ring_soft,RING_SOFT_06
U000440,ring_soft,RING_SOFT_06
U000441,ring_soft,RING_SOFT_06
U000442,ring_soft,RING_SOFT_06
U000443,ring_soft,RING_SOFT_06
U000444,ring_soft,RING_SOFT_06
U000445,ring_soft,RING_SOFT_06
U000446,ring_soft,RING_SOFT_06
U000447,ring_soft,RING_SOFT_07
U000448,ring_soft,RING_SOFT_07
U000449,ring_soft,RING_SOFT_07
U000450,ring_soft,RING_SOFT_07
U000451,ring_soft,RING_SOFT_07
U000452,ring_soft,RING_SOFT_07
U000453,ring_soft,RING_SOFT_07
U000454,ring_soft,RING_SOFT_07
U000455,ring_soft,RING_SOFT_07
U000456,ring_soft,RING_SOFT_07
U000457,ring_soft,RING_SOFT_07
U000458,ring_soft,RING_SOFT_07
U000459,ring_soft,RING_SOFT_08
U000460,ring_soft,RING_SOFT_08
U000461,ring_soft,RING_SOFT_08
U000462,ring_soft,RING_SOFT_08
U000463,ring_soft,RING_SOFT_08
U000464,ring_soft,RING_SOFT_08
U000465,ring_soft,RING_SOFT_08
U000466,ring_soft,RING_SOFT_08
U000467,ring_soft,RING_SOFT_08
U000468,ring_soft,RING_SOFT_08
U000469,ring_soft,RING_SOFT_09
U000470,ring_soft,RING_SOFT_09
U000471,ring_soft,RING_SOFT_09
U000472,ring_soft,RING_SOFT_09
U000473,ring_soft,RING_SOFT_09
U000474,ring_soft,RING_SOFT_09
U000475,ring_soft,RING_SOFT_09
U000476,ring_soft,RING_SOFT_09
U000477,ring_soft,RING_SOFT_09
U000478,ring_soft,RING_SOFT_09
U000479,ring_soft,RING_SOFT_10
U000480,ring_soft,RING_SOFT_10
U000481,ring_soft,RING_SOFT_10
U000482,ring_soft,RING_SOFT_10
U000483,ring_soft,RING_SOFT_10
U000484,ring_soft,RING_SOFT_10
U000485,ring_soft,RING_SOFT_10
U000486,ring_soft,RING_SOFT_10
U000487,ring_soft,RING_SOFT_10
U000488,ring_soft,RING_SOFT_10
U000489,ring_soft,RING_SOFT_11
U000490,ring_soft,RING_SOFT_11
U000491,ring_soft,RING_SOFT_11
U000492,ring_soft,RING_SOFT_11
U000493,ring_soft,RING_SOFT_11
U000494,ring_soft,RING_SOFT_11
U000495,ring_soft,RING_SOFT_11
U000496,ring_soft,RING_SOFT_12
U000497,ring_soft,RING_SOFT_12
U000498,ring_soft,RING_SOFT_12
U000499,ring_soft,RING_SOFT_12
U000500,ring_soft,RING_SOFT_12
U000501,ring_soft,RING_SOFT_12
U000502,ring_soft,RING_SOFT_12
U000503,ring_soft,RING_SOFT_12
U000504,ring_soft,RING_SOFT_12
U000505,ring_soft,RING_SOFT_12
U000506,ring_soft,RING_SOFT_12
U000507,ring_soft,RING_SOFT_12
U000508,ring_soft,RING_SOFT_12
U000509,ring_soft,RING_SOFT_12
U000510,ring_soft,RING_SOFT_13
U000511,ring_soft,RING_SOFT_13
U000512,ring_soft,RING_SOFT_13
U000513,ring_soft,RING_SOFT_13
U000514,ring_soft,RING_SOFT_13
U000515,ring_soft,RING_SOFT_13
U000516,ring_soft,RING_SOFT_13
U000517,ring_soft,RING_SOFT_13
U000518,ring_soft,RING_SOFT_13
U000519,ring_soft,RING_SOFT_13
U000520,ring_soft,RING_SOFT_13
U000521,ring_soft,RING_SOFT_13
U000522,ring_soft,RING_SOFT_13
U000523,ring_soft,RING_SOFT_14
U000524,ring_soft,RING_SOFT_14
U000525,ring_soft,RING_SOFT_14
U000526,ring_soft,RING_SOFT_14
U000527,ring_soft,RING_SOFT_14
U000528,ring_soft,RING_SOFT_14
U000529,ring_soft,RING_SOFT_14
U000530,ring_soft,RING_SOFT_14
U000531,ring_soft,RING_SOFT_14
U000532,ring_soft,RING_SOFT_14
U000533,ring_soft,RING_SOFT_14
U000534,ring_soft,RING_SOFT_14
U000535,ring_soft,RING_SOFT_14
U000536,ring_soft,RING_SOFT_15
U000537,ring_soft,RING_SOFT_15
U000538,ring_soft,RING_SOFT_15
U000539,ring_soft,RING_SOFT_15
U000540,ring_soft,RING_SOFT_16
U000541,ring_soft,RING_SOFT_16
U000542,ring_soft,RING_SOFT_16
U000543,ring_soft,RING_SOFT_16
U000544,ring_soft,RING_SOFT_16
U000545,ring_soft,RING_SOFT_16
U000546,ring_soft,RING_SOFT_16
U000547,ring_soft,RING_SOFT_16
U000548,ring_soft,RING_SOFT_16
U000549,ring_soft,RING_SOFT_16
U000550,ring_soft,RING_SOFT_16
U000551,ring_soft,RING_SOFT_16
U000552,ring_soft,RING_SOFT_16
U000553,ring_soft,RING_SOFT_16
U000554,ring_soft,RING_SOFT_16
U000555,ring_soft,RING_SOFT_17
U000556,ring_soft,RING_SOFT_17
U000557,ring_soft,RING_SOFT_17
U000558,ring_soft,RING_SOFT_17
U000559,ring_soft,RING_SOFT_17
U000560,ring_soft,RING_SOFT_17
U000561,ring_soft,RING_SOFT_17
U000562,ring_soft,RING_SOFT_17
U000563,ring_soft,RING_SOFT_17
U000564,ring_soft,RING_SOFT_17
U000565,ring_soft,RING_SOFT_17
U000566,ring_soft,RING_SOFT_18
U000567,ring_soft,RING_SOFT_18
U000568,ring_soft,RING_SOFT_18
U000569,ring_soft,RING_SOFT_18
U000570,ring_soft,RING_SOFT_18
U000571,ring_soft,RING_SOFT_18
U000572,ring_soft,RING_SOFT_18
U000573,ring_soft,RING_SOFT_18
U000574,ring_soft,RING_SOFT_18
U000575,ring_soft,RING_SOFT_18
U000576,ring_soft,RING_SOFT_18
U000577,ring_soft,RING_SOFT_18
U000578,ring_soft,RING_SOFT_18
U000579,ring_soft,RING_SOFT_18
U000580,ring_soft,RING_SOFT_19
U000581,ring_soft,RING_SOFT_19
U000582,ring_soft,RING_SOFT_19
U000583,ring_soft,RING_SOFT_19
U000584,ring_soft,RING_SOFT_19
U000585,ring_soft,RING_SOFT_19
U000586,ring_soft,RING_SOFT_19
U000587,ring_soft,RING_SOFT_20
U000588,ring_soft,RING_SOFT_20
U000589,ring_soft,RING_SOFT_20
U000590,ring_soft,RING_SOFT_20
U000591,ring_soft,RING_SOFT_20
U000592,ring_soft,RING_SOFT_20
U000593,ring_soft,RING_SOFT_20
U000594,ring_soft,RING_SOFT_20
U000595,ring_soft,RING_SOFT_20
U000596,ring_soft,RING_SOFT_20
U000597,ring_soft,RING_SOFT_20
U000598,ring_soft,RING_SOFT_20
U000599,ring_soft,RING_SOFT_20
U000600,ring_soft,RING_SOFT_20
U000601,ring_soft,RING_SOFT_21
U000602,ring_soft,RING_SOFT_21
U000603,ring_soft,RING_SOFT_21
U000604,ring_soft,RING_SOFT_21
U000605,ring_soft,RING_SOFT_21
U000606,ring_soft,RING_SOFT_21
U000607,ring_soft,RING_SOFT_21
U000608,ring_soft,RING_SOFT_22
U000609,ring_soft,RING_SOFT_22
U000610,ring_soft,RING_SOFT_22
U000611,ring_soft,RING_SOFT_22
U000612,ring_soft,RING_SOFT_22
U000613,ring_soft,RING_SOFT_22
U000614,ring_soft,RING_SOFT_22
U000615,ring_soft,RING_SOFT_22
U000616,ring_soft,RING_SOFT_22
U000617,ring_soft,RING_SOFT_22
U000618,ring_soft,RING_SOFT_22
U000619,ring_soft,RING_SOFT_22
U000620,ring_soft,RING_SOFT_23
U000621,ring_soft,RING_SOFT_23
U000622,ring_soft,RING_SOFT_23
U000623,ring_soft,RING_SOFT_23
U000624,ring_soft,RING_SOFT_23
U000625,ring_soft,RING_SOFT_23
U000626,ring_soft,RING_SOFT_23
U000627,ring_soft,RING_SOFT_23
U000628,ring_soft,RING_SOFT_23
U000629,ring_soft,RING_SOFT_23
U000630,ring_soft,RING_SOFT_24
U000631,ring_soft,RING_SOFT_24
U000632,ring_soft,RING_SOFT_24
U000633,ring_soft,RING_SOFT_24
U000634,ring_soft,RING_SOFT_24
U000635,ring_soft,RING_SOFT_24
U000636,ring_soft,RING_SOFT_24
U000637,ring_soft,RING_SOFT_24
U000638,ring_soft,RING_SOFT_24
U000639,ring_soft,RING_SOFT_24
U000640,ring_soft,RING_SOFT_24
U000641,ring_soft,RING_SOFT_24
U000642,ring_soft,RING_SOFT_24
U000643,ring_soft,RING_SOFT_24
U000644,ring_soft,RING_SOFT_25
U000645,ring_soft,RING_SOFT_25
U000646,ring_soft,RING_SOFT_25
U000647,ring_soft,RING_SOFT_25
U000648,ring_soft,RING_SOFT_25
U000649,ring_soft,RING_SOFT_25
U000650,ring_soft,RING_SOFT_25
U000651,ring_soft,RING_SOFT_25
U000652,ring_soft,RING_SOFT_25
U000653,ring_soft,RING_SOFT_25
U000654,ring_soft,RING_SOFT_25
U000655,ring_soft,RING_SOFT_25
U000656,ring_soft,RING_SOFT_25
U000657,ring_soft,RING_SOFT_26
U000658,ring_soft,RING_SOFT_26
U000659,ring_soft,RING_SOFT_26
U000660,ring_soft,RING_SOFT_26
U000661,ring_soft,RING_SOFT_27
U000662,ring_soft,RING_SOFT_27
U000663,ring_soft,RING_SOFT_27
U000664,ring_soft,RING_SOFT_27
U000665,ring_soft,RING_SOFT_27
U000666,ring_soft,RING_SOFT_27
U000667,ring_soft,RING_SOFT_27
U000668,ring_soft,RING_SOFT_27
U000669,ring_soft,RING_SOFT_27
U000670,ring_soft,RING_SOFT_27
U000671,ring_soft,RING_SOFT_27
U000672,ring_soft,RING_SOFT_27
U000673,ring_soft,RING_SOFT_28
U000674,ring_soft,RING_SOFT_28
U000675,ring_soft,RING_SOFT_28
U000676,ring_soft,RING_SOFT_28
U000677,ring_soft,RING_SOFT_28
U000678,ring_soft,RING_SOFT_28
U000679,ring_soft,RING_SOFT_28
U000680,ring_soft,RING_SOFT_28
U000681,ring_soft,RING_SOFT_29
U000682,ring_soft,RING_SOFT_29
U000683,ring_soft,RING_SOFT_29
U000684,ring_soft,RING_SOFT_29
U000685,ring_soft,RING_SOFT_29
U000686,ring_soft,RING_SOFT_29
U000687,ring_soft,RING_SOFT_29
U000688,ring_soft,RING_SOFT_30
U000689,ring_soft,RING_SOFT_30
U000690,ring_soft,RING_SOFT_30
U000691,ring_soft,RING_SOFT_30
U000692,ring_soft,RING_SOFT_30
U000693,ring_soft,RING_SOFT_31
U000694,ring_soft,RING_SOFT_31
U000695,ring_soft,RING_SOFT_31
U000696,ring_soft,RING_SOFT_31
U000697,ring_soft,RING_SOFT_31
U000698,ring_soft,RING_SOFT_31
U000699,ring_soft,RING_SOFT_31
U000700,ring_soft,RING_SOFT_31
U000701,ring_soft,RING_SOFT_31
U000702,ring_soft,RING_SOFT_31
U000703,ring_soft,RING_SOFT_31
U000704,ring_soft,RING_SOFT_32
U000705,ring_soft,RING_SOFT_32
U000706,ring_soft,RING_SOFT_32
U000707,ring_soft,RING_SOFT_32
U000708,ring_soft,RING_SOFT_32
U000709,ring_soft,RING_SOFT_32
U000710,ring_soft,RING_SOFT_32
U000711,ring_soft,RING_SOFT_32
U000712,ring_soft,RING_SOFT_33
U000713,ring_soft,RING_SOFT_33
U000714,ring_soft,RING_SOFT_33
U000715,ring_soft,RING_SOFT_33
U000716,ring_soft,RING_SOFT_33
U000717,ring_soft,RING_SOFT_33
