order_id,user_id,order_value,order_date,payment_method,delivery_status
OC000335,C000079,1277.77,2026-01-11,prepaid,delivered
OC000336,C000079,311.77,2026-02-19,prepaid,delivered
OC000337,C000079,1209.78,2026-02-27,prepaid,delivered
OC000338,C000079,429.12,2026-04-03,prepaid,delivered
OC000339,C000079,1346.98,2026-04-06,prepaid,delivered
OC000340,C000079,1493.93,2026-04-24,prepaid,delivered
OC000341,C000080,1005.92,2026-07-05,COD,delivered
OC000342,C000080,225.87,2026-08-01,prepaid,delivered
OC000343,C000081,1044.18,2026-01-20,COD,delivered
OC000344,C000081,1522.06,2026-01-27,COD,delivered
OC000345,C000081,355.21,2026-03-02,prepaid,delivered
OC000346,C000081,1578.76,2026-03-13,COD,delivered
OC000347,C000081,1614.24,2026-03-22,COD,delivered
OC000348,C000081,1710.12,2026-04-08,prepaid,delivered
OC000349,C000081,958.0,2026-05-05,COD,delivered
OC000350,C000081,769.85,2026-05-18,COD,delivered
OC000351,C000081,810.37,2026-05-22,COD,delivered
OC000352,C000081,1017.65,2026-05-24,COD,delivered
OC000353,C000082,99.0,2026-04-20,prepaid,delivered
OC000354,C000082,740.08,2026-04-28,COD,delivered
OC000355,C000082,1086.83,2026-05-01,prepaid,delivered
OC000356,C000083,99.0,2025-11-03,COD,delivered
OC000357,C000083,697.77,2025-12-05,COD,delivered
OC000358,C000083,854.22,2025-12-21,COD,delivered
OC000359,C000083,1004.44,2025-12-28,COD,refused
OC000360,C000084,813.22,2026-06-12,COD,delivered
OC000361,C000084,1138.72,2026-07-03,prepaid,delivered
OC000362,C000084,131.92,2026-07-05,COD,delivered
OC000363,C000084,1133.93,2026-07-11,COD,delivered
OC000364,C000084,1106.48,2026-07-26,prepaid,delivered
OC000365,C000085,99.0,2025-09-14,prepaid,delivered
OC000366,C000085,585.54,2025-09-28,prepaid,delivered
OC000367,C000085,1027.83,2025-10-21,prepaid,delivered
OC000368,C000085,236.12,2026-01-25,prepaid,delivered
OC000369,C000085,1267.81,2026-03-05,COD,delivered
OC000370,C000085,337.31,2026-03-09,COD,delivered
OC000371,C000086,1208.34,2026-01-12,prepaid,delivered
OC000372,C000086,1608.24,2026-01-22,COD,delivered
OC000373,C000086,608.66,2026-03-01,prepaid,delivered
OC000374,C000086,2359.31,2026-03-05,prepaid,delivered
OC000375,C000086,1838.54,2026-03-17,prepaid,delivered
OC000376,C000086,1144.0,2026-04-11,prepaid,delivered
OC000377,C000086,371.63,2026-04-18,COD,delivered
OC000378,C000086,651.72,2026-05-03,prepaid,delivered
OC000379,C000087,1229.83,2026-08-19,COD,delivered
OC000380,C000088,1004.57,2025-09-15,COD,delivered
OC000381,C000088,937.99,2025-10-21,COD,delivered
OC000382,C000088,1166.55,2026-01-06,COD,delivered
OC000383,C000088,1790.22,2026-01-31,COD,delivered
OC000384,C000088,1435.65,2026-02-06,prepaid,delivered
OC000385,C000088,1053.48,2026-03-20,COD,delivered
OC000386,C000088,930.22,2026-04-10,COD,delivered
OC000387,C000089,1504.85,2025-10-03,prepaid,delivered
OC000388,C000089,99.0,2025-10-17,prepaid,delivered
OC000389,C000089,1396.27,2025-11-12,COD,delivered
OC000390,C000089,99.0,2025-12-09,COD,delivered
OC000391,C000089,745.75,2025-12-31,prepaid,delivered
OC000392,C000089,1315.61,2026-01-10,prepaid,delivered
OC000393,C000089,771.06,2026-03-10,prepaid,delivered
OC000394,C000089,1572.14,2026-03-21,prepaid,delivered
OC000395,C000089,240.15,2026-04-23,prepaid,delivered
OC000396,C000089,975.03,2026-05-16,prepaid,delivered
OC000397,C000089,381.4,2026-05-23,prepaid,delivered
OC000398,C000089,1747.55,2026-06-14,prepaid,delivered
OC000399,C000090,523.23,2026-07-13,prepaid,delivered
OC000400,C000090,652.79,2026-07-16,prepaid,delivered
OC000401,C000090,859.74,2026-07-21,prepaid,delivered
OC000402,C000090,1400.78,2026-07-26,COD,refused
OC000403,C000090,717.3,2026-08-19,prepaid,delivered
OC000404,C000091,989.2,2026-08-16,prepaid,delivered
OC000405,C000092,689.08,2025-09-29,prepaid,delivered
OC000406,C000092,460.84,2025-10-11,prepaid,delivered
OC000407,C000092,987.69,2025-12-15,COD,delivered
OC000408,C000092,740.88,2026-01-10,prepaid,delivered
OC000409,C000092,782.24,2026-02-03,COD,delivered
OC000410,C000092,2109.95,2026-02-12,prepaid,delivered
OC000411,C000092,1106.44,2026-03-16,prepaid,delivered
OC000412,C000092,378.63,2026-03-25,prepaid,delivered
OC000413,C000093,495.99,2025-10-28,prepaid,delivered
OC000414,C000093,1003.91,2026-02-20,COD,delivered
OC000415,C000093,99.0,2026-03-13,prepaid,delivered
OC000416,C000093,1059.64,2026-03-29,prepaid,delivered
OC000417,C000093,203.34,2026-04-09,COD,delivered
OC000418,C000093,1488.52,2026-06-02,prepaid,delivered
OC000419,C000093,709.4,2026-06-11,prepaid,delivered
OC000420,C000093,1338.81,2026-06-17,prepaid,delivered
OC000421,C000094,565.35,2026-06-03,COD,delivered
OC000422,C000094,897.72,2026-07-18,COD,delivered
OC000423,C000094,776.71,2026-07-30,prepaid,delivered
OC000424,C000095,1036.91,2026-08-05,COD,delivered
OC000425,C000095,797.89,2026-08-08,prepaid,delivered
OC000426,C000096,589.31,2026-05-31,COD,refused
OC000427,C000096,844.61,2026-06-06,COD,delivered
OC000428,C000096,749.23,2026-06-29,prepaid,delivered
OC000429,C000096,283.82,2026-07-10,prepaid,delivered
OC000430,C000096,937.13,2026-07-18,COD,delivered
OC000431,C000096,1811.78,2026-08-12,COD,delivered
OC000432,C000097,1247.81,2025-12-04,COD,delivered
OC000433,C000097,351.54,2025-12-11,COD,delivered
OC000434,C000097,913.11,2025-12-14,COD,delivered
OC000435,C000097,659.74,2026-03-25,prepaid,delivered
OC000436,C000097,349.42,2026-03-28,prepaid,delivered
OC000437,C000097,478.93,2026-04-02,prepaid,delivered
OC000438,C000097,242.29,2026-04-15,COD,delivered
OC000439,C000097,1060.01,2026-04-21,COD,delivered
OC000440,C000098,502.56,2026-06-10,prepaid,delivered
OC000441,C000098,395.51,2026-06-25,COD,refused
OC000442,C000098,555.93,2026-07-11,prepaid,delivered
OC000443,C000098,654.99,2026-07-26,prepaid,delivered
OC000444,C000098,1247.03,2026-07-30,COD,delivered
OC000445,C000098,227.77,2026-08-22,prepaid,delivered
OC000446,C000099,536.75,2026-03-01,prepaid,delivered
OC000447,C000099,1627.97,2026-03-09,prepaid,delivered
OC000448,C000099,1063.78,2026-04-08,prepaid,delivered
OC000449,C000099,906.36,2026-04-19,COD,delivered
OC000450,C000099,691.56,2026-05-11,prepaid,delivered
OC000451,C000099,113.86,2026-06-10,prepaid,delivered
OC000452,C000099,1242.43,2026-06-22,prepaid,delivered
OC000453,C000099,1245.36,2026-07-01,COD,delivered
OC000454,C000100,1341.97,2026-08-04,prepaid,delivered
OC000455,C000100,99.0,2026-08-17,COD,delivered
OC000456,C000101,258.99,2026-02-19,COD,delivered
OC000457,C000101,1282.85,2026-03-05,prepaid,delivered
OC000458,C000101,890.27,2026-04-10,COD,delivered
OC000459,C000102,518.86,2026-08-10,COD,delivered
OC000460,C000103,1076.88,2025-12-06,COD,delivered
OC000461,C000103,1171.84,2026-01-09,COD,refused
OC000462,C000103,99.0,2026-02-05,prepaid,delivered
OC000463,C000103,99.0,2026-02-11,prepaid,delivered
OC000464,C000103,565.6,2026-02-21,COD,delivered
OC000465,C000103,1874.08,2026-02-28,prepaid,delivered
OC000466,C000103,1478.31,2026-03-02,COD,delivered
OC000467,C000103,131.06,2026-04-26,prepaid,delivered
OC000468,C000103,99.0,2026-05-10,COD,delivered
OC000469,C000103,1456.19,2026-05-16,prepaid,delivered
OC000470,C000103,1142.6,2026-06-15,prepaid,delivered
OC000471,C000104,1003.32,2026-07-19,prepaid,delivered
OC000472,C000105,1291.88,2026-04-12,COD,delivered
OC000473,C000105,1160.5,2026-04-21,prepaid,delivered
OC000474,C000105,972.32,2026-04-24,COD,delivered
OC000475,C000105,1601.66,2026-04-28,prepaid,delivered
OC000476,C000105,731.92,2026-05-02,prepaid,delivered
OC000477,C000105,1102.36,2026-05-04,COD,delivered
OC000478,C000105,1546.52,2026-05-12,COD,delivered
OC000479,C000106,929.36,2026-04-02,COD,refused
OC000480,C000106,1316.55,2026-04-15,prepaid,delivered
OC000481,C000106,1017.54,2026-05-19,COD,delivered
OC000482,C000106,1304.75,2026-07-08,prepaid,delivered
OC000483,C000106,1448.44,2026-07-12,COD,delivered
OC000484,C000106,1037.16,2026-07-16,COD,delivered
OC000485,C000106,1967.22,2026-07-20,prepaid,delivered
OC000486,C000106,490.37,2026-08-06,COD,delivered
OC000487,C000106,803.19,2026-08-25,COD,delivered
OC000488,C000107,1221.75,2026-01-16,COD,delivered
OC000489,C000107,846.96,2026-02-08,prepaid,delivered
OC000490,C000107,1212.95,2026-02-18,prepaid,delivered
OC000491,C000107,589.78,2026-04-05,prepaid,delivered
OC000492,C000107,99.0,2026-04-12,COD,delivered
OC000493,C000107,1154.27,2026-04-23,prepaid,delivered
OC000494,C000107,1420.18,2026-04-30,COD,delivered
OC000495,C000107,1070.85,2026-05-30,COD,delivered
OC000496,C000107,378.79,2026-06-15,prepaid,delivered
OC000497,C000107,609.2,2026-06-18,COD,delivered
OC000498,C000107,911.56,2026-07-21,COD,delivered
OC000499,C000108,99.0,2025-12-16,prepaid,delivered
OC000500,C000108,1690.94,2026-01-04,prepaid,delivered
OC000501,C000108,836.38,2026-01-26,COD,delivered
OC000502,C000108,1527.85,2026-02-02,prepaid,delivered
