referral_id,referrer_user_id,referred_user_id,bonus_amount,bonus_status,claim_date
RF000073,U000108,U000113,277.82,pending,2026-02-14
RF000074,U000114,U000116,79.8,paid,2026-03-26
RF000075,U000114,U000117,129.93,paid,2026-03-26
RF000076,U000114,U000118,90.09,paid,2026-03-27
RF000077,U000114,U000119,97.93,paid,2026-03-27
RF000078,U000114,U000120,298.13,paid,2026-03-27
RF000079,U000114,U000121,116.24,paid,2026-03-25
RF000080,U000114,U000122,230.66,paid,2026-03-25
RF000081,U000114,U000123,276.63,paid,2026-03-25
RF000082,U000114,U000125,155.25,paid,2026-03-25
RF000083,U000114,U000126,83.08,paid,2026-03-27
RF000084,U000114,U000127,161.39,paid,2026-03-25
RF000085,U000128,U000129,171.4,paid,2025-12-06
RF000086,U000128,U000130,106.75,pending,2025-12-06
RF000087,U000128,U000131,168.82,paid,2025-12-06
RF000088,U000132,U000135,98.85,paid,2026-01-11
RF000089,U000132,U000136,252.52,paid,2026-01-14
RF000090,U000132,U000137,56.71,paid,2026-01-11
RF000091,U000132,U000138,236.81,paid,2026-01-14
RF000092,U000132,U000139,100.39,paid,2026-01-13
RF000093,U000132,U000140,66.5,paid,2026-01-12
RF000094,U000141,U000142,185.38,paid,2025-09-17
RF000095,U000141,U000144,201.92,paid,2025-09-17
RF000096,U000141,U000145,254.89,paid,2025-09-19
RF000097,U000141,U000146,196.26,paid,2025-09-19
RF000098,U000147,U000150,72.08,paid,2026-01-03
RF000099,U000147,U000152,297.09,paid,2026-01-04
RF000100,U000147,U000153,122.17,paid,2026-01-02
RF000101,U000147,U000154,252.3,paid,2026-01-02
RF000102,U000147,U000155,263.98,paid,2026-01-03
RF000103,U000147,U000156,295.44,paid,2026-01-02
RF000104,U000147,U000157,71.99,paid,2026-01-03
RF000105,U000147,U000160,241.03,paid,2026-01-02
RF000106,U000161,U000162,59.71,paid,2026-06-26
RF000107,U000161,U000165,71.05,paid,2026-06-27
RF000108,U000161,U000166,257.2,pending,2026-06-25
RF000109,U000161,U000167,188.19,paid,2026-06-25
RF000110,U000161,U000169,229.88,paid,2026-06-26
RF000111,U000173,U000174,157.7,paid,2025-10-02
RF000112,U000173,U000175,53.28,paid,2025-10-03
RF000113,U000173,U000176,265.36,paid,2025-10-03
RF000114,U000173,U000177,82.71,paid,2025-10-02
RF000115,U000173,U000178,245.92,paid,2025-10-02
RF000116,U000173,U000179,55.39,paid,2025-10-04
RF000117,U000173,U000180,201.93,paid,2025-10-02
RF000118,U000173,U000181,227.62,paid,2025-10-03
RF000119,U000173,U000183,110.85,paid,2025-10-04
RF000120,U000173,U000185,256.29,paid,2025-10-02
RF000121,U000173,U000186,56.83,paid,2025-10-02
RF000122,U000173,U000187,229.11,paid,2025-10-02
RF000123,U000188,U000189,134.73,paid,2026-07-11
RF000124,U000188,U000190,257.07,paid,2026-07-09
RF000125,U000188,U000191,160.44,paid,2026-07-10
RF000126,U000188,U000193,279.63,paid,2026-07-10
RF000127,U000188,U000195,224.8,paid,2026-07-10
RF000128,U000188,U000196,166.43,paid,2026-07-09
RF000129,U000188,U000197,225.28,pending,2026-07-09
RF000130,U000188,U000199,64.7,paid,2026-07-10
RF000131,U000188,U000200,85.8,paid,2026-07-09
RF000132,U000188,U000201,176.08,paid,2026-07-11
RF000133,U000188,U000202,221.85,paid,2026-07-10
RF000134,U000203,U000204,182.16,paid,2026-02-24
RF000135,U000208,U000209,92.63,pending,2026-03-09
RF000136,U000208,U000210,165.23,paid,2026-03-10
RF000137,U000208,U000211,199.83,paid,2026-03-11
RF000138,U000208,U000212,179.42,pending,2026-03-09
RF000139,U000208,U000213,124.52,paid,2026-03-10
RF000140,U000208,U000214,245.2,paid,2026-03-11
RF000141,U000208,U000215,147.56,paid,2026-03-10
RF000142,U000208,U000216,233.51,paid,2026-03-09
RF000143,U000208,U000218,139.77,paid,2026-03-09
RF000144,U000208,U000219,103.31,paid,2026-03-11
RF000145,U000208,U000220,87.14,paid,2026-03-09
RF000146,U000208,U000221,245.08,paid,2026-03-09
RF000147,U000225,U000226,259.27,paid,2026-02-20
RF000148,U000225,U000227,136.91,pending,2026-02-19
RF000149,U000225,U000228,178.85,paid,2026-02-18
RF000150,U000225,U000229,76.57,paid,2026-02-17
RF000151,U000232,U000234,135.85,paid,2026-04-20
RF000152,U000232,U000235,298.29,paid,2026-04-19
RF000153,U000236,U000237,253.36,paid,2026-04-29
RF000154,U000236,U000238,166.54,pending,2026-04-27
RF000155,U000236,U000239,185.75,paid,2026-04-29
RF000156,U000236,U000240,136.81,paid,2026-04-27
RF000157,U000236,U000241,272.8,paid,2026-04-29
RF000158,U000236,U000242,108.06,paid,2026-04-28
RF000159,U000236,U000243,243.74,paid,2026-04-27
RF000160,U000236,U000245,53.73,paid,2026-04-27
RF000161,U000236,U000246,221.44,paid,2026-04-28
RF000162,U000236,U000247,258.99,paid,2026-04-29
RF000163,U000248,U000250,73.67,paid,2025-10-07
RF000164,U000248,U000251,79.55,pending,2025-10-07
RF000165,U000248,U000254,81.69,paid,2025-10-06
RF000166,U000248,U000256,273.09,paid,2025-10-06
RF000167,U000248,U000257,204.31,paid,2025-10-08
RF000168,U000258,U000259,186.77,paid,2026-06-04
RF000169,U000258,U000261,280.4,paid,2026-06-05
RF000170,U000258,U000262,228.4,paid,2026-06-05
RF000171,U000258,U000263,142.09,paid,2026-06-04
RF000172,U000258,U000264,172.83,pending,2026-06-04
RF000173,U000258,U000265,181.66,paid,2026-06-05
RF000174,U000266,U000267,276.71,paid,2026-02-04
RF000175,U000266,U000268,219.13,pending,2026-02-05
RF000176,U000266,U000269,119.92,paid,2026-02-02
RF000177,U000266,U000271,186.98,paid,2026-02-03
RF000178,U000266,U000273,101.99,paid,2026-02-03
RF000179,U000274,U000275,156.6,paid,2026-01-01
RF000180,U000274,U000277,234.28,paid,2025-12-31
RF000181,U000274,U000278,123.72,paid,2025-12-30
RF000182,U000274,U000281,176.34,paid,2025-12-31
RF000183,U000274,U000282,156.51,pending,2025-12-30
RF000184,U000274,U000283,171.63,paid,2025-12-31
RF000185,U000286,U000287,58.79,pending,2025-09-15
RF000186,U000286,U000289,236.68,paid,2025-09-16
RF000187,U000286,U000290,234.21,paid,2025-09-17
RF000188,U000286,U000291,166.98,paid,2025-09-15
RF000189,U000292,U000293,271.91,paid,2026-05-09
RF000190,U000292,U000294,91.77,paid,2026-05-09
RF000191,U000292,U000295,87.22,paid,2026-05-08
RF000192,U000292,U000298,144.73,paid,2026-05-11
RF000193,U000292,U000299,59.63,paid,2026-05-08
RF000194,U000292,U000300,288.5,paid,2026-05-08
RF000195,U000292,U000301,161.93,paid,2026-05-08
RF000196,U000302,U000303,106.11,paid,2026-06-14
RF000197,U000302,U000305,267.69,paid,2026-06-14
RF000198,U000302,U000306,158.4,paid,2026-06-15
RF000199,U000302,U000308,175.35,paid,2026-06-15
RF000200,U000302,U000309,101.51,paid,2026-06-14
RF000201,U000302,U000310,217.17,paid,2026-06-14
RF000202,U000302,U000311,64.59,paid,2026-06-13
RF000203,U000302,U000313,175.85,paid,2026-06-16
RF000204,U000302,U000314,226.55,pending,2026-06-14
RF000205,U000302,U000316,294.81,paid,2026-06-14
RF000206,U000317,U000318,294.72,paid,2026-07-13
RF000207,U000317,U000319,179.61,pending,2026-07-15
RF000208,U000320,U000321,278.87,paid,2026-03-11
RF000209,U000320,U000322,287.14,paid,2026-03-10
RF000210,U000320,U000323,55.12,paid,2026-03-12
RF000211,U000320,U000324,284.93,paid,2026-03-12
RF000212,U000320,U000325,283.97,paid,2026-03-11
RF000213,U000320,U000326,274.63,paid,2026-03-12
RF000214,U000320,U000328,297.29,paid,2026-03-12
RF000215,U000320,U000329,185.75,paid,2026-03-10
RF000216,U000320,U000330,95.06,paid,2026-03-12
RF000217,U000320,U000332,258.15,paid,2026-03-11
RF000218,U000320,U000334,68.78,paid,2026-03-12
RF000219,U000335,U000336,65.45,paid,2026-05-22
RF000220,U000335,U000337,280.94,paid,2026-05-24
RF000221,U000335,U000338,174.16,paid,2026-05-22
RF000222,U000335,U000339,219.55,pending,2026-05-22
RF000223,U000335,U000340,134.3,paid,2026-05-23
RF000224,U000335,U000341,201.1,paid,2026-05-22
RF000225,U000335,U000342,154.24,pending,2026-05-22
RF000226,U000335,U000343,89.02,pending,2026-05-23
RF000227,U000335,U000344,263.14,paid,2026-05-24
RF000228,U000335,U000345,240.81,paid,2026-05-24
RF000229,U000346,U000348,205.52,paid,2025-12-19
RF000230,U000346,U000349,187.43,pending,2025-12-18
RF000231,U000346,U000350,260.81,paid,2025-12-20
RF000232,U000351,U000352,109.63,paid,2025-09-30
RF000233,U000351,U000354,295.92,paid,2025-10-02
RF000234,U000351,U000355,217.45,paid,2025-10-01
RF000235,U000351,U000356,272.43,paid,2025-10-01
RF000236,U000351,U000357,244.0,paid,2025-10-02
RF000237,U000351,U000358,110.8,paid,2025-10-01
RF000238,U000351,U000359,188.6,paid,2025-10-02
RF000239,U000351,U000361,224.9,paid,2025-10-02
RF000240,U000351,U000362,100.71,paid,2025-10-01
RF000241,U000365,U000366,135.55,paid,2026-05-25
RF000242,U000368,U000369,63.78,paid,2026-05-25
RF000243,U000370,U000371,163.58,paid,2026-05-25
RF000244,U000371,U000372,192.97,pending,2026-05-26
RF000245,U000373,U000374,152.9,paid,2026-05-27
RF000246,U000375,U000376,252.3,paid,2026-02-27
RF000247,U000376,U000377,193.89,paid,2026-02-27
RF000248,U000379,U000380,220.97,paid,2026-02-28
RF000249,U000380,U000381,152.53,paid,2026-03-01
RF000250,U000381,U000382,76.55,paid,2026-03-01
RF000251,U000382,U000383,103.47,paid,2026-03-02
RF000252,U000383,U000384,99.27,paid,2026-03-01
RF000253,U000384,U000385,267.73,paid,2026-03-05
RF000254,U000385,U000386,95.4,paid,2026-03-05
RF000255,U000386,U000387,116.26,paid,2026-03-02
RF000256,U000387,U000388,296.46,paid,2026-03-02
RF000257,U000388,U000389,161.86,paid,2026-03-03
RF000258,U000390,U000391,263.9,paid,2026-02-06
RF000259,U000393,U000394,175.51,paid,2026-02-07
RF000260,U000394,U000395,143.28,pending,2026-02-07
RF000261,U000395,U000396,90.21,paid,2026-02-07
RF000262,U000397,U000398,100.53,paid,2026-02-05
RF000263,U000399,U000400,203.92,pending,2026-02-05
RF000264,U000400,U000401,269.11,paid,2026-02-07
RF000265,U000401,U000402,86.51,paid,2026-02-08
RF000266,U000402,U000403,63.75,paid,2026-02-10
RF000267,U000403,U000404,265.87,paid,2026-02-11
RF000268,U000404,U000405,92.92,paid,2026-02-09
RF000269,U000406,U000407,231.14,pending,2026-02-08
RF000270,U000407,U000408,241.58,paid,2026-02-10
RF000271,U000409,U000410,96.2,paid,2026-02-04
RF000272,U000410,U000411,99.95,paid,2026-02-04
RF000273,U000411,U000412,150.56,paid,2026-02-04
RF000274,U000412,U000413,236.49,paid,2026-02-05
RF000275,U000413,U000414,195.22,paid,2026-02-04
RF000276,U000414,U000415,129.29,paid,2026-02-05
RF000277,U000415,U000416,230.9,paid,2026-02-05
RF000278,U000416,U000417,230.39,pending,2026-02-05
RF000279,U000418,U000419,212.35,paid,2026-02-05
RF000280,U000419,U000420,239.41,paid,2026-02-06
RF000281,U000420,U000421,76.96,paid,2026-02-06
RF000282,U000421,U000422,287.43,paid,2026-02-06
RF000283,U000423,U000424,197.82,paid,2025-10-21
RF000284,U000424,U000425,80.8,paid,2025-10-21
RF000285,U000425,U000426,92.57,paid,2025-10-21
RF000286,U000426,U000427,114.27,paid,2025-10-21
RF000287,U000427,U000428,172.83,paid,2025-10-21
RF000288,U000428,U000429,297.46,paid,2025-10-21
RF000289,U000429,U000430,87.84,paid,2025-10-21
RF000290,U000430,U000431,277.95,paid,2025-10-21
RF000291,U000431,U000432,280.72,paid,2025-10-21
RF000292,U000432,U000433,178.67,pending,2025-10-21
RF000293,U000433,U000434,81.93,paid,2025-10-21
RF000294,U000434,U000435,91.01,paid,2025-10-21
RF000295,U000436,U000437,256.93,paid,2026-03-09
RF000296,U000437,U000438,71.44,paid,2026-03-08
RF000297,U000438,U000439,163.51,paid,2026-03-11
RF000298,U000440,U000441,114.55,paid,2026-05-23
RF000299,U000441,U000442,231.57,paid,2026-05-23
RF000300,U000442,U000443,253.86,paid,2026-05-24
RF000301,U000443,U000444,91.89,paid,2026-05-24
RF000302,U000444,U000445,227.52,paid,2026-05-23
RF000303,U000446,U000447,218.18,paid,2026-04-28
RF000304,U000447,U000448,225.16,paid,2026-04-28
RF000305,U000448,U000449,132.01,paid,2026-04-28
RF000306,U000449,U000450,203.5,paid,2026-04-29
RF000307,U000451,U000452,67.92,pending,2025-11-18
RF000308,U000453,U000454,131.09,paid,2025-11-18
RF000309,U000454,U000455,177.11,paid,2025-11-18
RF000310,U000455,U000456,181.95,paid,2025-11-18
RF000311,U000457,U000458,111.82,pending,2026-06-05
RF000312,U000458,U000459,56.65,paid,2026-06-05
RF000313,U000459,U000460,279.62,paid,2026-06-05
RF000314,U000460,U000461,125.49,paid,2026-06-06
RF000315,U000461,U000462,229.01,paid,2026-06-05
RF000316,U000462,U000463,263.88,paid,2026-06-05
RF000317,U000464,U000465,144.43,paid,2025-10-29
RF000318,U000465,U000466,52.67,paid,2025-10-30
RF000319,U000467,U000468,132.7,pending,2025-10-31
RF000320,U000469,U000470,148.87,paid,2025-10-31
RF000321,U000470,U000471,287.5,paid,2025-11-01
RF000322,U000471,U000472,89.42,pending,2025-10-31
RF000323,U000472,U000473,203.9,paid,2025-11-02
RF000324,U000473,U000474,144.08,paid,2025-11-02
RF000325,U000474,U000475,280.89,paid,2025-11-06
RF000326,U000475,U000476,230.67,paid,2025-11-06
RF000327,U000476,U000477,67.57,paid,2025-11-01
RF000328,U000477,U000478,57.78,paid,2025-11-10
RF000329,U000479,U000480,216.44,paid,2026-01-15
RF000330,U000480,U000481,259.55,paid,2026-01-15
RF000331,U000482,U000483,62.84,paid,2026-01-16
RF000332,U000483,U000484,234.81,paid,2026-01-16
RF000333,U000485,U000486,208.16,pending,2026-03-15
RF000334,U000486,U000487,277.1,pending,2026-03-16
RF000335,U000488,U000489,173.47,pending,2026-03-18
RF000336,U000489,U000490,245.43,paid,2026-03-18
RF000337,U000490,U000491,204.66,paid,2026-03-17
RF000338,U000491,U000492,284.47,paid,2026-03-16
RF000339,U000492,U000493,64.83,pending,2026-03-19
RF000340,U000493,U000494,279.08,paid,2026-03-21
RF000341,U000495,U000496,57.19,paid,2025-10-04
RF000342,U000496,U000497,197.02,paid,2025-10-04
RF000343,U000497,U000498,136.93,pending,2025-10-04
RF000344,U000498,U000499,293.54,paid,2025-10-04
RF000345,U000499,U000500,268.8,paid,2025-10-04
RF000346,U000500,U000501,185.27,paid,2025-10-04
RF000347,U000501,U000502,201.72,paid,2025-10-04
RF000348,U000503,U000504,152.54,paid,2026-01-18
RF000349,U000504,U000505,204.54,pending,2026-01-18
RF000350,U000505,U000506,155.04,paid,2026-01-18
RF000351,U000506,U000507,221.68,paid,2026-01-18
RF000352,U000507,U000508,122.47,paid,2026-01-18
RF000353,U000511,U000512,139.5,pending,2026-01-19
RF000354,U000512,U000513,132.67,paid,2026-01-19
RF000355,U000513,U000514,193.18,pending,2026-01-19
RF000356,U000515,U000516,235.97,paid,2026-01-19
RF000357,U000518,U000519,258.43,paid,2025-11-26
RF000358,U000520,U000521,58.43,paid,2025-11-27
RF000359,U000522,U000523,298.33,paid,2026-06-21
RF000360,U000523,U000524,73.69,paid,2026-06-21
RF000361,U000524,U000525,76.27,paid,2026-06-21
RF000362,U000525,U000526,255.26,paid,2026-06-21
RF000363,U000526,U000527,56.88,paid,2026-06-21
RF000364,U000527,U000528,165.82,pending,2026-06-21
RF000365,U000528,U000529,123.47,paid,2026-06-22
RF000366,U000530,U000531,204.65,paid,2025-10-01
RF000367,U000531,U000532,220.59,paid,2025-10-01
RF000368,U000532,U000533,64.69,pending,2025-10-02
RF000369,U000533,U000534,218.55,paid,2025-10-02
RF000370,U000534,U000535,119.03,paid,2025-10-04
RF000371,U000535,U000536,200.04,paid,2025-10-03
RF000372,U000536,U000537,238.21,paid,2025-10-02
RF000373,U000537,U000538,183.24,paid,2025-10-07
RF000374,U000538,U000539,181.3,paid,2025-10-07
RF000375,U000539,U000540,210.96,paid,2025-10-09
RF000376,U000540,U000541,292.2,paid,2025-10-05
RF000377,U000541,U000542,185.34,paid,2025-10-05
RF000378,U000542,U000543,81.35,paid,2025-10-08
RF000379,U000543,U000544,293.64,paid,2025-10-10
RF000380,U000545,U000546,295.54,paid,2026-02-07
RF000381,U000546,U000547,98.3,pending,2026-02-07
RF000382,U000547,U000548,60.8,paid,2026-02-07
RF000383,U000548,U000549,152.92,paid,2026-02-07
RF000384,U000550,U000551,179.73,pending,2026-02-07
RF000385,U000551,U000552,129.18,paid,2026-02-08
RF000386,U000552,U000553,53.17,paid,2026-02-08
RF000387,U000555,U000556,68.5,paid,2026-02-24
RF000388,U000556,U000557,276.46,paid,2026-02-24
RF000389,U000557,U000558,191.03,paid,2026-02-24
RF000390,U000558,U000559,246.82,paid,2026-02-25
RF000391,U000559,U000560,278.01,pending,2026-02-25
RF000392,U000560,U000561,54.28,paid,2026-02-24
RF000393,U000561,U000562,87.39,paid,2026-02-25
RF000394,U000563,U000564,261.39,paid,2026-02-25
RF000395,U000564,U000565,59.91,paid,2026-02-26
RF000396,U000565,U000566,178.84,paid,2026-02-25
RF000397,U000568,U000569,74.9,pending,2026-02-26
RF000398,U000569,U000570,196.27,paid,2026-02-26
RF000399,U000570,U000571,98.26,paid,2026-02-27
RF000400,U000571,U000572,158.49,paid,2026-02-27
RF000401,U000572,U000573,195.52,paid,2026-02-27
RF000402,U000573,U000574,253.54,paid,2026-03-02
RF000403,U000574,U000575,223.06,paid,2026-03-02
RF000404,U000575,U000576,87.03,paid,2026-02-27
RF000405,U000578,U000579,100.74,paid,2026-06-04
RF000406,U000579,U000580,183.35,paid,2026-06-05
RF000407,U000580,U000581,64.12,paid,2026-06-05
RF000408,U000582,U000583,144.59,paid,2026-06-05
RF000409,U000584,U000585,89.8,paid,2026-05-06
RF000410,U000585,U000586,158.94,paid,2026-05-06
RF000411,U000586,U000587,126.87,paid,2026-05-08
RF000412,U000587,U000588,136.06,paid,2026-05-08
RF000413,U000589,U000590,216.99,paid,2026-05-06
RF000414,U000590,U000591,81.1,paid,2026-05-09
RF000415,U000592,U000593,221.21,paid,2026-05-07
RF000416,U000593,U000594,64.71,paid,2026-05-12
RF000417,U000594,U000595,59.4,paid,2026-05-07
RF000418,U000595,U000596,114.82,paid,2026-05-10
RF000419,U000599,U000600,194.32,paid,2026-02-10
RF000420,U000600,U000601,137.85,paid,2026-02-09
RF000421,U000603,U000604,229.85,paid,2026-02-10
RF000422,U000604,U000605,216.46,paid,2026-02-11
RF000423,U000605,U000606,280.63,paid,2026-02-10
RF000424,U000606,U000607,161.77,paid,2026-02-10
RF000425,U000607,U000608,83.03,paid,2026-02-10
RF000426,U000609,U000610,116.14,paid,2026-02-11
RF000427,U000611,U000612,219.93,paid,2026-01-13
RF000428,U000612,U000613,283.08,paid,2026-01-13
RF000429,U000614,U000615,50.06,paid,2026-01-13
RF000430,U000615,U000616,230.29,paid,2026-01-13
RF000431,U000616,U000617,157.72,paid,2026-01-13
RF000432,U000617,U000618,287.55,paid,2026-01-13
RF000433,U000618,U000619,283.8,paid,2026-01-13
RF000434,U000619,U000620,53.79,paid,2026-01-13
RF000435,U000620,U000621,172.22,paid,2026-01-13
RF000436,U000621,U000622,222.39,paid,2026-01-13
RF000437,U000622,U000623,118.48,paid,2026-01-14
RF000438,U000623,U000624,255.79,pending,2026-01-14
RF000439,U000625,U000626,251.36,paid,2026-04-29
RF000440,U000627,U000628,159.31,pending,2026-05-01
RF000441,U000628,U000629,130.17,paid,2026-04-30
RF000442,U000629,U000630,197.3,paid,2026-05-01
RF000443,U000630,U000631,197.6,paid,2026-05-03
RF000444,U000631,U000632,234.01,paid,2026-05-02
RF000445,U000632,U000633,85.31,pending,2026-05-04
RF000446,U000634,U000635,262.08,paid,2026-05-02
RF000447,U000636,U000637,114.74,paid,2026-03-14
RF000448,U000637,U000638,109.6,pending,2026-03-14
RF000449,U000638,U000639,55.62,paid,2026-03-14
RF000450,U000639,U000640,89.05,paid,2026-03-14
RF000451,U000641,U000642,264.26,paid,2026-03-14
RF000452,U000643,U000644,180.16,paid,2026-03-14
RF000453,U000644,U000645,222.64,pending,2026-03-15
RF000454,U000646,U000647,131.76,paid,2026-03-15
RF000455,U000647,U000648,161.57,paid,2026-03-15
RF000456,U000649,U000650,177.3,paid,2026-01-15
RF000457,U000650,U000651,73.27,pending,2026-01-15
RF000458,U000651,U000652,264.18,paid,2026-01-18
RF000459,U000653,U000654,299.38,paid,2026-01-17
RF000460,U000654,U000655,67.77,paid,2026-01-18
RF000461,U000655,U000656,123.41,pending,2026-01-18
RF000462,U000656,U000657,293.9,paid,2026-01-20
RF000463,U000657,U000658,210.34,pending,2026-01-17
RF000464,U000659,U000660,249.23,paid,2026-01-18
RF000465,U000660,U000661,223.36,paid,2026-01-25
RF000466,U000662,U000663,249.86,paid,2025-10-28
RF000467,U000663,U000664,222.37,paid,2025-10-28
RF000468,U000664,U000665,148.43,paid,2025-10-28
RF000469,U000665,U000666,87.62,paid,2025-10-29
RF000470,U000666,U000667,286.26,paid,2025-10-29
RF000471,U000668,U000669,162.43,paid,2025-10-29
RF000472,U000670,U000671,67.7,paid,2025-10-29
RF000473,U000671,U000672,157.85,paid,2025-10-29
RF000474,U000673,U000674,115.01,paid,2025-10-29
RF000475,U000677,U000678,154.66,pending,2025-11-23
RF000476,U000678,U000679,119.12,paid,2025-11-23
RF000477,U000679,U000680,229.43,paid,2025-11-23
RF000478,U000680,U000681,78.19,pending,2025-11-23
RF000479,U000681,U000682,93.43,paid,2025-11-23
RF000480,U000682,U000683,203.9,paid,2025-11-23
RF000481,U000683,U000684,133.45,paid,2025-11-24
RF000482,U000684,U000685,184.73,paid,2025-11-24
RF000483,U000685,U000686,290.57,pending,2025-11-24
RF000484,U000686,U000687,126.88,pending,2025-11-25
RF000485,U000687,U000688,273.68,paid,2025-11-24
RF000486,U000689,U000690,108.63,paid,2025-11-27
RF000487,U000690,U000691,243.22,paid,2025-11-27
RF000488,U000691,U000692,153.23,paid,2025-11-27
RF000489,U000692,U000693,275.2,paid,2025-11-29
RF000490,U000693,U000694,236.35,paid,2025-11-28
RF000491,U000694,U000695,156.51,paid,2025-11-28
RF000492,U000696,U000697,136.39,paid,2025-11-27
RF000493,U000697,U000698,225.37,paid,2025-12-02
RF000494,U000698,U000699,92.02,pending,2025-12-03
RF000495,U000700,U000701,111.08,paid,2026-01-26
RF000496,U000701,U000702,135.89,paid,2026-01-26
RF000497,U000702,U000703,112.37,paid,2026-01-27
RF000498,U000704,U000705,166.97,paid,2026-07-28
RF000499,U000705,U000706,208.53,pending,2026-07-28
RF000500,U000706,U000707,252.95,paid,2026-07-29
RF000501,U000707,U000708,65.6,paid,2026-07-28
RF000502,U000708,U000709,252.19,paid,2026-07-31
RF000503,U000709,U000710,111.61,paid,2026-07-29
RF000504,U000711,U000712,256.08,paid,2026-02-03
RF000505,U000712,U000713,74.34,paid,2026-02-03
RF000506,U000713,U000714,76.24,paid,2026-02-03
RF000507,U000715,U000716,200.64,paid,2026-02-04
RF000508,U000716,U000717,251.09,paid,2026-02-03
RF000509,U000717,U000718,161.79,paid,2026-02-03
RF000510,U000718,U000719,100.9,paid,2026-02-03
RF000511,U000719,U000720,143.26,paid,2026-02-04
RF000512,U000721,U000722,86.93,paid,2026-02-03
RF000513,U000722,U000723,228.21,paid,2026-02-03
RF000514,U000723,U000724,206.56,paid,2026-02-05
RF000515,U000724,U000725,215.57,paid,2026-02-05
