session_id,user_id,device_fingerprint_id,ip_address,timestamp,action_type
S000068,U000020,dfp_9eb9c04f841fdfc3,182.9.47.81,2026-03-14 03:41:05,order_placed
S000069,U000021,dfp_9eb9c04f841fdfc3,182.9.47.247,2026-03-13 12:34:49,signup
S000070,U000021,dfp_9eb9c04f841fdfc3,182.9.47.247,2026-03-13 13:10:13,referral_claim
S000071,U000021,dfp_9eb9c04f841fdfc3,182.9.47.247,2026-03-14 02:43:25,order_placed
S000072,U000021,dfp_9eb9c04f841fdfc3,182.9.47.247,2026-03-14 16:16:45,order_placed
S000073,U000022,dfp_9eb9c04f841fdfc3,182.9.47.254,2026-03-12 06:35:13,signup
S000074,U000022,dfp_9eb9c04f841fdfc3,182.9.47.254,2026-03-12 07:05:27,referral_claim
S000075,U000022,dfp_9eb9c04f841fdfc3,182.9.47.254,2026-03-12 17:57:06,order_placed
S000076,U000023,dfp_9eb9c04f841fdfc3,182.9.47.188,2026-03-11 18:48:48,signup
S000077,U000023,dfp_9eb9c04f841fdfc3,182.9.47.188,2026-03-12 18:06:13,order_placed
S000078,U000023,dfp_9eb9c04f841fdfc3,182.9.47.188,2026-03-30 20:39:59,login
S000079,U000024,dfp_9eb9c04f841fdfc3,182.9.47.23,2026-03-13 03:52:02,signup
S000080,U000024,dfp_9eb9c04f841fdfc3,182.9.47.23,2026-03-13 13:09:04,order_placed
S000081,U000025,dfp_9eb9c04f841fdfc3,182.9.47.88,2026-03-14 10:39:57,signup
S000082,U000025,dfp_9eb9c04f841fdfc3,182.9.47.88,2026-03-14 11:21:08,referral_claim
S000083,U000025,dfp_9eb9c04f841fdfc3,182.9.47.88,2026-03-14 20:54:12,order_placed
S000084,U000025,dfp_9eb9c04f841fdfc3,182.9.47.88,2026-03-15 08:40:52,order_placed
S000085,U000026,dfp_9eb9c04f841fdfc3,182.9.47.215,2026-03-14 02:28:43,signup
S000086,U000026,dfp_9eb9c04f841fdfc3,182.9.47.215,2026-03-14 06:15:53,referral_claim
S000087,U000026,dfp_9eb9c04f841fdfc3,182.9.47.215,2026-03-14 08:37:56,order_placed
S000088,U000026,dfp_9eb9c04f841fdfc3,182.9.47.215,2026-03-15 01:38:30,order_placed
S000089,U000027,dfp_e891fc72f4649278,142.224.57.88,2025-10-19 07:13:39,signup
S000090,U000027,dfp_e891fc72f4649278,142.224.57.88,2025-10-19 17:43:41,order_placed
S000091,U000027,dfp_e891fc72f4649278,142.224.57.88,2025-10-20 06:59:25,order_placed
S000092,U000028,dfp_a5d98f03371a8a31,142.224.57.123,2025-10-20 18:09:29,signup
S000093,U000028,dfp_a5d98f03371a8a31,142.224.57.123,2025-10-21 11:02:09,order_placed
S000094,U000028,dfp_a5d98f03371a8a31,142.224.57.123,2025-10-21 17:44:18,order_placed
S000095,U000029,dfp_691d142665b6695c,142.224.57.185,2025-10-20 20:05:14,signup
S000096,U000029,dfp_691d142665b6695c,142.224.57.185,2025-10-20 22:19:45,referral_claim
S000097,U000029,dfp_691d142665b6695c,142.224.57.185,2025-10-21 00:47:05,order_placed
S000098,U000029,dfp_691d142665b6695c,142.224.57.185,2025-10-21 08:08:41,order_placed
S000099,U000030,dfp_69002eb1b7de6126,142.224.57.138,2025-10-20 01:31:56,signup
S000100,U000030,dfp_69002eb1b7de6126,142.224.57.138,2025-10-20 03:22:42,referral_claim
S000101,U000030,dfp_69002eb1b7de6126,142.224.57.138,2025-10-20 12:23:34,order_placed
S000102,U000030,dfp_69002eb1b7de6126,142.224.57.138,2025-10-20 15:41:28,order_placed
S000103,U000031,dfp_31e26ed8c3f5e51f,142.224.57.217,2025-10-18 23:50:42,signup
S000104,U000031,dfp_31e26ed8c3f5e51f,142.224.57.217,2025-10-19 05:45:12,referral_claim
S000105,U000031,dfp_31e26ed8c3f5e51f,142.224.57.217,2025-10-19 07:57:59,order_placed
S000106,U000032,dfp_cb2d7ba38073184d,142.224.57.242,2025-10-19 04:27:25,signup
S000107,U000032,dfp_cb2d7ba38073184d,142.224.57.242,2025-10-19 11:44:31,order_placed
S000108,U000033,dfp_b3dd632a588860ec,142.224.57.120,2025-10-20 00:57:11,signup
S000109,U000033,dfp_b3dd632a588860ec,142.224.57.120,2025-10-20 04:07:05,referral_claim
S000110,U000033,dfp_b3dd632a588860ec,142.224.57.120,2025-10-20 18:12:02,order_placed
S000111,U000033,dfp_b3dd632a588860ec,142.224.57.120,2025-10-21 15:07:20,order_placed
S000112,U000034,dfp_49a2202b1aa835e0,142.224.57.130,2025-10-21 03:09:03,signup
S000113,U000034,dfp_49a2202b1aa835e0,142.224.57.130,2025-10-21 03:26:13,referral_claim
S000114,U000034,dfp_49a2202b1aa835e0,142.224.57.130,2025-10-21 21:58:39,order_placed
S000115,U000035,dfp_2f047f545b07d212,139.243.124.56,2025-12-27 00:43:03,signup
S000116,U000035,dfp_2f047f545b07d212,139.243.124.56,2025-12-27 19:53:20,order_placed
S000117,U000036,dfp_2f047f545b07d212,139.243.124.165,2025-12-28 18:38:46,signup
S000118,U000036,dfp_2f047f545b07d212,139.243.124.165,2025-12-28 19:05:23,referral_claim
S000119,U000036,dfp_2f047f545b07d212,139.243.124.165,2025-12-29 06:14:33,order_placed
S000120,U000037,dfp_2f047f545b07d212,139.243.124.118,2025-12-28 03:49:09,signup
S000121,U000037,dfp_2f047f545b07d212,139.243.124.118,2025-12-29 03:17:44,order_placed
S000122,U000037,dfp_2f047f545b07d212,139.243.124.118,2025-12-29 13:35:01,order_placed
S000123,U000038,dfp_2f047f545b07d212,139.243.124.143,2025-12-27 14:13:33,signup
S000124,U000038,dfp_2f047f545b07d212,139.243.124.143,2025-12-27 16:31:53,order_placed
S000125,U000038,dfp_2f047f545b07d212,139.243.124.143,2025-12-28 01:15:57,order_placed
S000126,U000038,dfp_2f047f545b07d212,139.243.124.143,2026-01-03 00:15:51,login
S000127,U000039,dfp_2f047f545b07d212,139.243.124.117,2025-12-28 05:45:39,signup
S000128,U000039,dfp_2f047f545b07d212,139.243.124.117,2025-12-28 19:15:11,order_placed
S000129,U000040,dfp_f5ae12e2a523a9b1,23.113.170.121,2026-05-25 17:27:32,signup
S000130,U000040,dfp_f5ae12e2a523a9b1,23.113.170.121,2026-05-26 17:17:26,order_placed
S000131,U000040,dfp_f5ae12e2a523a9b1,23.113.170.121,2026-05-27 11:12:52,order_placed
S000132,U000041,dfp_f5ae12e2a523a9b1,23.113.170.145,2026-05-25 03:23:07,signup
S000133,U000041,dfp_f5ae12e2a523a9b1,23.113.170.145,2026-05-25 05:44:02,referral_claim
S000134,U000041,dfp_f5ae12e2a523a9b1,23.113.170.145,2026-05-25 09:19:08,order_placed
S000135,U000042,dfp_f5ae12e2a523a9b1,23.113.170.252,2026-05-26 12:17:08,signup
S000136,U000042,dfp_f5ae12e2a523a9b1,23.113.170.252,2026-05-26 13:26:28,referral_claim
S000137,U000042,dfp_f5ae12e2a523a9b1,23.113.170.252,2026-05-26 17:34:13,order_placed
S000138,U000043,dfp_f5ae12e2a523a9b1,23.113.170.72,2026-05-26 14:31:34,signup
S000139,U000043,dfp_f5ae12e2a523a9b1,23.113.170.72,2026-05-26 15:51:42,referral_claim
S000140,U000043,dfp_f5ae12e2a523a9b1,23.113.170.72,2026-05-27 14:01:24,order_placed
S000141,U000044,dfp_f5ae12e2a523a9b1,23.113.170.46,2026-05-26 07:41:55,signup
S000142,U000044,dfp_f5ae12e2a523a9b1,23.113.170.46,2026-05-26 11:45:32,referral_claim
S000143,U000044,dfp_f5ae12e2a523a9b1,23.113.170.46,2026-05-26 14:56:51,order_placed
S000144,U000044,dfp_f5ae12e2a523a9b1,23.113.170.46,2026-05-27 12:37:58,order_placed
S000145,U000045,dfp_f5ae12e2a523a9b1,23.113.170.184,2026-05-25 02:54:04,signup
S000146,U000045,dfp_f5ae12e2a523a9b1,23.113.170.184,2026-05-25 12:27:46,order_placed
S000147,U000046,dfp_f5ae12e2a523a9b1,23.113.170.2,2026-05-24 23:50:55,signup
S000148,U000046,dfp_f5ae12e2a523a9b1,23.113.170.2,2026-05-25 01:12:34,referral_claim
S000149,U000046,dfp_f5ae12e2a523a9b1,23.113.170.2,2026-05-25 19:19:42,order_placed
S000150,U000046,dfp_f5ae12e2a523a9b1,23.113.170.2,2026-05-26 16:00:36,order_placed
S000151,U000047,dfp_a4374c472945b154,121.188.194.134,2025-11-06 22:36:58,signup
S000152,U000047,dfp_a4374c472945b154,121.188.194.134,2025-11-07 08:37:08,order_placed
S000153,U000047,dfp_a4374c472945b154,121.188.194.134,2025-11-08 01:16:16,order_placed
S000154,U000048,dfp_a4374c472945b154,121.188.194.218,2025-11-06 16:18:00,signup
S000155,U000048,dfp_a4374c472945b154,121.188.194.218,2025-11-06 20:45:19,referral_claim
S000156,U000048,dfp_a4374c472945b154,121.188.194.218,2025-11-07 10:29:19,order_placed
S000157,U000049,dfp_a4374c472945b154,121.188.194.157,2025-11-05 21:12:42,signup
S000158,U000049,dfp_a4374c472945b154,121.188.194.157,2025-11-05 23:26:23,referral_claim
S000159,U000049,dfp_a4374c472945b154,121.188.194.157,2025-11-05 22:17:45,order_placed
S000160,U000049,dfp_a4374c472945b154,121.188.194.157,2025-11-14 22:35:37,login
S000161,U000050,dfp_a4374c472945b154,121.188.194.32,2025-11-06 09:07:14,signup
S000162,U000050,dfp_a4374c472945b154,121.188.194.32,2025-11-06 10:23:49,referral_claim
S000163,U000050,dfp_a4374c472945b154,121.188.194.32,2025-11-06 23:08:44,order_placed
S000164,U000050,dfp_a4374c472945b154,121.188.194.32,2025-11-07 16:43:24,order_placed
S000165,U000051,dfp_a4374c472945b154,121.188.194.140,2025-11-05 15:37:51,signup
S000166,U000051,dfp_a4374c472945b154,121.188.194.140,2025-11-05 21:23:33,referral_claim
S000167,U000051,dfp_a4374c472945b154,121.188.194.140,2025-11-06 14:13:59,order_placed
S000168,U000052,dfp_a4374c472945b154,121.188.194.71,2025-11-07 10:01:10,signup
S000169,U000052,dfp_a4374c472945b154,121.188.194.71,2025-11-07 17:11:54,order_placed
S000170,U000052,dfp_a4374c472945b154,121.188.194.71,2025-11-08 03:12:36,order_placed
S000171,U000053,dfp_a4374c472945b154,121.188.194.248,2025-11-05 00:27:24,signup
S000172,U000053,dfp_a4374c472945b154,121.188.194.248,2025-11-05 03:50:41,referral_claim
S000173,U000053,dfp_a4374c472945b154,121.188.194.248,2025-11-05 14:03:49,order_placed
S000174,U000054,dfp_a4374c472945b154,121.188.194.117,2025-11-05 20:28:55,signup
S000175,U000054,dfp_a4374c472945b154,121.188.194.117,2025-11-05 21:01:16,referral_claim
S000176,U000054,dfp_a4374c472945b154,121.188.194.117,2025-11-05 23:03:18,order_placed
S000177,U000054,dfp_a4374c472945b154,121.188.194.117,2025-11-06 10:33:30,order_placed
S000178,U000055,dfp_a4374c472945b154,121.188.194.169,2025-11-06 06:45:54,signup
S000179,U000055,dfp_a4374c472945b154,121.188.194.169,2025-11-06 08:42:16,referral_claim
S000180,U000055,dfp_a4374c472945b154,121.188.194.169,2025-11-06 17:16:37,order_placed
S000181,U000056,dfp_a4374c472945b154,121.188.194.92,2025-11-06 16:22:29,signup
S000182,U000056,dfp_a4374c472945b154,121.188.194.92,2025-11-06 19:12:25,referral_claim
S000183,U000056,dfp_a4374c472945b154,121.188.194.92,2025-11-07 05:33:47,order_placed
S000184,U000057,dfp_a4374c472945b154,121.188.194.129,2025-11-06 07:11:47,signup
S000185,U000057,dfp_a4374c472945b154,121.188.194.129,2025-11-06 23:25:44,order_placed
S000186,U000057,dfp_a4374c472945b154,121.188.194.129,2025-11-07 05:57:37,order_placed
S000187,U000058,dfp_a4374c472945b154,121.188.194.222,2025-11-07 07:15:20,signup
S000188,U000058,dfp_a4374c472945b154,121.188.194.222,2025-11-07 09:53:34,referral_claim
S000189,U000058,dfp_a4374c472945b154,121.188.194.222,2025-11-07 18:58:59,order_placed
S000190,U000058,dfp_a4374c472945b154,121.188.194.222,2025-11-08 09:47:50,order_placed
S000191,U000059,dfp_a4374c472945b154,121.188.194.42,2025-11-06 11:47:01,signup
S000192,U000059,dfp_a4374c472945b154,121.188.194.42,2025-11-06 17:06:40,referral_claim
S000193,U000059,dfp_a4374c472945b154,121.188.194.42,2025-11-07 10:42:42,order_placed
S000194,U000059,dfp_a4374c472945b154,121.188.194.42,2025-11-08 07:20:30,order_placed
S000195,U000059,dfp_a4374c472945b154,121.188.194.42,2025-11-20 18:36:47,login
S000196,U000060,dfp_5057e45120d01d74,150.181.124.32,2026-03-07 18:21:35,signup
S000197,U000060,dfp_5057e45120d01d74,150.181.124.32,2026-03-08 03:54:56,order_placed
S000198,U000061,dfp_b7a73aa54f31bb38,150.181.124.82,2026-03-07 16:18:06,signup
S000199,U000061,dfp_b7a73aa54f31bb38,150.181.124.82,2026-03-07 18:09:36,order_placed
S000200,U000062,dfp_4a9a9905526bb7aa,150.181.124.183,2026-03-07 21:55:24,signup
S000201,U000062,dfp_4a9a9905526bb7aa,150.181.124.183,2026-03-08 00:45:13,referral_claim
S000202,U000062,dfp_4a9a9905526bb7aa,150.181.124.183,2026-03-08 13:03:36,order_placed
S000203,U000062,dfp_4a9a9905526bb7aa,150.181.124.183,2026-03-08 18:46:25,order_placed
S000204,U000063,dfp_041d05f25ee1cdd0,150.181.124.11,2026-03-08 15:14:55,signup
S000205,U000063,dfp_041d05f25ee1cdd0,150.181.124.11,2026-03-08 17:22:36,referral_claim
S000206,U000063,dfp_041d05f25ee1cdd0,150.181.124.11,2026-03-09 08:27:29,order_placed
S000207,U000064,dfp_a85c61418276977e,150.181.124.107,2026-03-08 04:56:19,signup
S000208,U000064,dfp_a85c61418276977e,150.181.124.107,2026-03-08 06:50:41,referral_claim
S000209,U000064,dfp_a85c61418276977e,150.181.124.107,2026-03-08 08:55:18,order_placed
S000210,U000064,dfp_a85c61418276977e,150.181.124.107,2026-03-08 19:23:30,order_placed
S000211,U000065,dfp_f7a1ff177eab6a70,150.181.124.147,2026-03-06 04:56:57,signup
S000212,U000065,dfp_f7a1ff177eab6a70,150.181.124.147,2026-03-06 08:12:47,referral_claim
S000213,U000065,dfp_f7a1ff177eab6a70,150.181.124.147,2026-03-06 07:16:20,order_placed
S000214,U000065,dfp_f7a1ff177eab6a70,150.181.124.147,2026-03-06 09:26:25,order_placed
S000215,U000066,dfp_000adf3416f8e2dd,91.94.134.38,2025-09-21 01:24:55,signup
S000216,U000066,dfp_000adf3416f8e2dd,91.94.134.38,2025-09-21 16:28:07,order_placed
S000217,U000066,dfp_000adf3416f8e2dd,91.94.134.38,2025-09-21 19:21:26,order_placed
S000218,U000067,dfp_8fbb2f18e32f2367,91.94.134.172,2025-09-20 16:50:44,signup
S000219,U000067,dfp_8fbb2f18e32f2367,91.94.134.172,2025-09-20 21:19:54,referral_claim
S000220,U000067,dfp_8fbb2f18e32f2367,91.94.134.172,2025-09-21 03:28:48,order_placed
S000221,U000068,dfp_8e066e3f827455ad,91.94.134.36,2025-09-21 01:03:02,signup
S000222,U000068,dfp_8e066e3f827455ad,91.94.134.36,2025-09-21 06:03:15,referral_claim
S000223,U000068,dfp_8e066e3f827455ad,91.94.134.36,2025-09-22 00:38:57,order_placed
S000224,U000068,dfp_8e066e3f827455ad,91.94.134.36,2025-09-22 16:14:20,order_placed
S000225,U000068,dfp_8e066e3f827455ad,91.94.134.36,2025-09-29 00:54:38,login
S000226,U000069,dfp_3d91f9531ce5c8ec,91.94.134.177,2025-09-20 19:20:02,signup
S000227,U000069,dfp_3d91f9531ce5c8ec,91.94.134.177,2025-09-20 20:56:00,referral_claim
S000228,U000069,dfp_3d91f9531ce5c8ec,91.94.134.177,2025-09-21 16:10:54,order_placed
S000229,U000070,dfp_95fb1ef66ec83681,91.94.134.246,2025-09-21 22:04:35,signup
S000230,U000070,dfp_95fb1ef66ec83681,91.94.134.246,2025-09-21 23:18:03,order_placed
S000231,U000071,dfp_589bff29a01c3155,91.94.134.106,2025-09-23 09:17:38,signup
S000232,U000071,dfp_589bff29a01c3155,91.94.134.106,2025-09-23 10:20:23,referral_claim
S000233,U000071,dfp_589bff29a01c3155,91.94.134.106,2025-09-23 22:46:12,order_placed
S000234,U000071,dfp_589bff29a01c3155,91.94.134.106,2025-09-24 00:13:38,order_placed
S000235,U000072,dfp_98cb251084c43fa6,91.94.134.131,2025-09-23 01:59:56,signup
S000236,U000072,dfp_98cb251084c43fa6,91.94.134.131,2025-09-23 07:17:44,referral_claim
S000237,U000072,dfp_98cb251084c43fa6,91.94.134.131,2025-09-23 08:30:05,order_placed
S000238,U000072,dfp_98cb251084c43fa6,91.94.134.131,2025-10-13 00:36:28,login
S000239,U000073,dfp_d7b97d69b31ea860,91.94.134.50,2025-09-23 04:05:10,signup
S000240,U000073,dfp_d7b97d69b31ea860,91.94.134.50,2025-09-23 09:25:33,referral_claim
S000241,U000073,dfp_d7b97d69b31ea860,91.94.134.50,2025-09-24 02:07:39,order_placed
S000242,U000073,dfp_d7b97d69b31ea860,91.94.134.50,2025-09-25 01:09:50,order_placed
S000243,U000074,dfp_c2a839b36dae20dc,91.94.134.250,2025-09-21 10:37:04,signup
S000244,U000074,dfp_c2a839b36dae20dc,91.94.134.250,2025-09-21 13:45:33,order_placed
S000245,U000074,dfp_c2a839b36dae20dc,91.94.134.250,2025-09-22 03:27:11,order_placed
S000246,U000075,dfp_5a133125aeeace0d,91.94.134.142,2025-09-22 16:32:00,signup
S000247,U000075,dfp_5a133125aeeace0d,91.94.134.142,2025-09-22 20:27:40,referral_claim
S000248,U000075,dfp_5a133125aeeace0d,91.94.134.142,2025-09-23 14:19:16,order_placed
S000249,U000075,dfp_5a133125aeeace0d,91.94.134.142,2025-09-23 23:27:34,order_placed
S000250,U000076,dfp_06dc3ff4544cc96d,91.94.134.64,2025-09-23 06:55:59,signup
S000251,U000076,dfp_06dc3ff4544cc96d,91.94.134.64,2025-09-23 10:36:26,referral_claim
S000252,U000076,dfp_06dc3ff4544cc96d,91.94.134.64,2025-09-23 10:03:54,order_placed
S000253,U000077,dfp_0a1716e99df2467a,91.94.134.132,2025-09-20 21:05:51,signup
S000254,U000077,dfp_0a1716e99df2467a,91.94.134.132,2025-09-20 22:19:36,referral_claim
S000255,U000077,dfp_0a1716e99df2467a,91.94.134.132,2025-09-21 19:38:17,order_placed
S000256,U000077,dfp_0a1716e99df2467a,91.94.134.132,2025-09-22 10:29:29,order_placed
S000257,U000077,dfp_0a1716e99df2467a,91.94.134.132,2025-10-09 03:02:21,login
S000258,U000078,dfp_19e3afc188c990b1,91.94.134.78,2025-09-20 21:58:07,signup
S000259,U000078,dfp_19e3afc188c990b1,91.94.134.78,2025-09-20 23:48:09,referral_claim
S000260,U000078,dfp_19e3afc188c990b1,91.94.134.78,2025-09-21 07:05:04,order_placed
S000261,U000078,dfp_19e3afc188c990b1,91.94.134.78,2025-09-21 21:16:49,order_placed
S000262,U000079,dfp_7271062af9cb8c1d,130.162.247.100,2026-01-24 18:33:13,signup
S000263,U000079,dfp_7271062af9cb8c1d,130.162.247.100,2026-01-25 03:38:26,order_placed
S000264,U000079,dfp_7271062af9cb8c1d,130.162.247.100,2026-01-25 17:43:34,order_placed
S000265,U000080,dfp_ed9198db8219fbea,130.162.247.99,2026-01-23 17:42:44,signup
S000266,U000080,dfp_ed9198db8219fbea,130.162.247.99,2026-01-23 21:30:16,referral_claim
S000267,U000080,dfp_ed9198db8219fbea,130.162.247.99,2026-01-23 21:49:08,order_placed
S000268,U000080,dfp_ed9198db8219fbea,130.162.247.99,2026-01-24 11:39:37,order_placed
S000269,U000081,dfp_b3169d54a18db176,130.162.247.39,2026-01-22 22:08:08,signup
S000270,U000081,dfp_b3169d54a18db176,130.162.247.39,2026-01-23 00:51:39,referral_claim
S000271,U000081,dfp_b3169d54a18db176,130.162.247.39,2026-01-23 09:17:33,order_placed
S000272,U000081,dfp_b3169d54a18db176,130.162.247.39,2026-01-24 08:53:03,order_placed
S000273,U000081,dfp_b3169d54a18db176,130.162.247.39,2026-02-01 04:05:35,login
S000274,U000082,dfp_eaaf682333d3012d,130.162.247.11,2026-01-22 17:13:30,signup
S000275,U000082,dfp_eaaf682333d3012d,130.162.247.11,2026-01-22 20:46:15,order_placed
S000276,U000082,dfp_eaaf682333d3012d,130.162.247.11,2026-01-23 06:58:45,order_placed
S000277,U000083,dfp_bdaaaec20d0a6521,130.162.247.155,2026-01-25 04:39:36,signup
S000278,U000083,dfp_bdaaaec20d0a6521,130.162.247.155,2026-01-25 10:05:30,referral_claim
S000279,U000083,dfp_bdaaaec20d0a6521,130.162.247.155,2026-01-25 07:47:06,order_placed
S000280,U000083,dfp_bdaaaec20d0a6521,130.162.247.155,2026-01-25 17:28:09,order_placed
S000281,U000084,dfp_206209233f2c97bc,130.162.247.96,2026-01-24 00:44:56,signup
S000282,U000084,dfp_206209233f2c97bc,130.162.247.96,2026-01-24 11:42:59,order_placed
S000283,U000084,dfp_206209233f2c97bc,130.162.247.96,2026-02-06 11:54:44,login
